Station Name,IBNR
Kottenforst,08003414
Kottenheim,08003415
Kottenheim Antoniusstraße,08071130
Köttewitz,08012079
Köttewitz Bushaltest,08087036
Kötzschau,08012080
Kövenig,08003394
Kraftisried,08070877
Kraftsdorf,08012088
Kraftwerk Finkenheerd,08012089
Kraghammer,08003420
Krahne,08012090
Krakow am See(Meckl),08012091
Kranichfeld,08012092
Kraslice(Gr),08017189
Krassow,08079313
Kratzeburg,08012093
Krauschwitz(Teuch),08012095
Krauthausen,08007816
Kredenbach,08003424
Krefeld Hbf,08000211
Krefeld Nord,08070461
Krefeld-Hohenbudberg Chempark,08002941
Krefeld-Linn,08003426
Krefeld-Oppum,08000212
Krefeld-Uerdingen,08003427
Kreiensen,08000213
Kreimbach-Kaulbach,08003429
Kremmen,08012096
Krempe,08003430
Kremperheide,08003431
Krensitz,08012097
Kressbronn,08003432
Kressbronn Hafen,08073432
Kretscham-Rothensehma,08012098
Kreuz Konz,08003434
Kreuzau Bahnhof,08007820
Kreuzau-Eifelstraße,08007830
Kreuzberg(Ahr),08003436
Kreuzstraße,08003438
Kreuztal,08000214
Kreuztal-Littfeld,08003716
Kreuzweingarten,08003440
Kriftel,08003442
Krippen,08012105
Kritzow Gewerbegebiet B192 Hornstorf,08079314
Krölpa-Ranis,08012107
Kronach,08003446
Kronberg Süd,08087063
Kronberg(Taunus),08003447
Kronskamp,08012109
Kronweiler,08003452
Kröpelin,08012108
Krottorf,08012110
Krüden,08012111
Kruft,08003455
Krumbach(Schw)Schule,08001179
Krumbach(Schwab),08003457
Krumhermsdorf,08012113
Krumpa,08012114
Krupunder,08003460
Kubschütz,08012115
Kuchen,08003461
Kuchenheim,08003462
Kuhbier,08012120
Kühnhausen,08010198
Kühren,08012117
Kulmbach,08003476
Külte-Wetterburg,08003467
Kummerow(Stralsund),08012127
Kummersdorf(Storkow),08012129
Kunersdorf,08012605
Künsebeck,08003469
Küntrop,08003470
Künzelsau Bf,08087022
Kupfermühle,08003478
Kuppenheim,08003480
Küps,08003472
Kürbitz,08010040
Kurort Altenberg(Erzgebirge),08011019
Kurort Jonsdorf,08012131
Kurort Jonsdorf Hst,08012132
Kurort Oberwiesenthal,08012134
Kurort Oybin,08012135
Kurort Oybin-Niederdorf,08012136
Kurort Rathen,08012138
"Kurort Rathen, Parkplatz",08070293
Kusel,08003481
Küstrin-Kietz,08010189
Kutenholz,08007844
Kutzenhausen,08003483
Kyhna,08012141
Kyllburg,08003484
Kyritz,08012142
Laaber,08003485
Laage(Meckl),08012143
Laaske,08012144
Laberweinting,08003488
Ladenburg,08003489
Lage(Lippe),08000215
Lagerlechfeld,08003490
Lahr(Schwarzw),08003494
Laineck,08003495
Lalendorf,08010199
Lam,08007345
Lambrecht(Pfalz),08003497
Lambrecht(Pfalz) Post,08070862
Lambsheim,08003498
Lampertheim,08003503
Lampertsmühle-Otterbach,08003504
Lampertswalde,08012145
Lancken,08012146
Landau(Isar),08003506
Landau(Pfalz)Hbf,08000216
Landau(Pfalz)Süd,08003507
Landau(Pfalz)West,08003508
Landsberg(b. Halle/Saale),08012147
Landsberg(b. Halle/Saale) Bitterfelder Straße,08071743
Landsberg(b. Halle/Saale) Brehnaer/Zörbiger Straße,08071742
Landsberg(b. Halle/Saale) Petersdorfer Straße,08071744
Landsberg(b. Halle/Saale) Süd,08012148
Landsberg(L)Schule,08005389
Landsberg(Lech),08003512
Landshut(Bay)Hbf,08000217
Landshut(Bay)Süd,08003514
Landstuhl,08003515
Landsweiler-Reden,08003516
Lang Göns,08003520
Langdorf,08003521
Langebrück(Sachs),08012150
Langeln(Holst),08007137
Langelsheim,08003522
Langen (b Bremerhaven),08070798
Langen(Hess),08003523
Langenargen,08003524
Langenargen Hafen,08073524
Langenau(Württ),08003525
Langenbach(Oberbay),08003528
Langenbrand,08003532
Langenbuch,08012154
Langendorf,08012155
Langeneichstädt,08012156
Langenfeld(Rhld),08003540
Langenfeld(Rhld)-Berghausen,08003539
Langen-Flugsicherung,08003526
Langengrassau,08012157
Langenhagen Mitte,08003545
Langenhagen Pferdemarkt,08003542
Langenhagen-Kaltenweide,08003165
Langenhahn,08003543
Langenhorn(Schlesw),08003544
Langenlonsheim,08000585
Langenmoor,08007065
Langenorla Ost,08012159
Langenorla West,08012160
Langenprozelten,08003548
Langenselbold,08003550
Langenstein,08012161
Langensteinbach,08007013
Langenwang(Schwab),08003551
Langenweddingen,08012162
Langenwolmsdorf,08012163
Langenwolmsdorf Mitte,08012164
Langenzenn,08003552
Langeoog,08007765
Langerwehe,08003553
Langhagen,08010201
Langlau,08003554
Langmeil(Pfalz),08000219
Langquaid(b Eggmühl),08070812
Langsdorf(Oberhess),08003558
Langwedel,08000586
Langweid(Lech),08003560
Lathen,08003563
Laubach-Müllenbach,08003566
Laubendorf,08003567
Laubenheim(Nahe),08003568
Laucha(Unstrut),08012167
Lauchhammer,08012169
Lauchheim,08003569
Lauchringen,08004552
Lauchringen West,08003562
Lauda,08000221
Laudenbach am Main,08003573
Laudenbach(Bergstr),08003571
Laudenbach(Württ),08003572
Lauenbrück,08003576
Lauenburg(Elbe),08003577
Lauenförde-Beverungen,08003578
Lauenstein(Han) DBG,08070466
Lauenstein(Sachs),08012170
Lauf West,08003587
Lauf(links Pegnitz),08003580
Lauf(rechts Pegnitz),08003581
Laufach,08003582
Laufen(Kocher),08007170
Laufen(Oberbay),08003584
Laufenburg(Baden),08003585
Laufenburg(Baden)Ost,08003586
Lauffen(Neckar),08003588
Lauingen,08003589
Laupheim Stadt,08003591
Laupheim West,08003592
Laurenburg(Lahn),08003593
Lauscha(Thür),08012171
Lausheim-Blumegg,08070467
Laußig(Düben),08012173
Laußnitz,08012174
Lauta(Nl),08012175
Lautenbach(Baden),08003594
Lauter(Sachs),08012176
Lauterbach Mole,08012177
Lauterbach(Hess)Nord,08000222
Lauterbach(Rügen),08017345
Lauterbach-Steinbach,08012178
Lauterbourg(fr),08003597
Lauterecken-Grumbach,08000547
Lebach,08000563
Lebach-Jabach,08007868
Leer Bahnhof,08070205
Leer(Ostfriesl),08000225
Leese-Stolzenau,08000335
Legden,08003608
Legefeld,08012180
Legelshurst,08003609
Lehmen,08003611
Lehndorf(Altenburg),08010202
Lehnheim,08003612
Lehnitz,08081722
Lehrte,08000226
Lehrte Neues Zentrum,08070912
Leichlingen,08003616
Leiferde(b Gifhorn),08003617
Leimstruth,08003621
Leina,08081640
Leinefelde,08010203
Leinfelden,08003622
Leingarten,08003623
Leingarten Mitte,08071003
Leingarten Ost,08070157
Leingarten West,08003624
Leipheim,08003627
Leipzig Allee-Center,08013070
Leipzig Allee-Center,08080940
Leipzig Anger-Crottendorf,08010008
Leipzig Anger-Crottendorf,08080830
Leipzig Annenstraße,08071471
Leipzig Augustusplatz,08071459
Leipzig Bayerischer Bahnhof,08012184
Leipzig Coppiplatz,08080840
Leipzig Deutsche Nationalbibliothek,08071461
Leipzig Georg-Schumann-/Lützowstraße,08071470
Leipzig Großzschocher,08012189
Leipzig Grünauer Allee,08011771
Leipzig Grünauer Allee,08080850
Leipzig Hbf,08010205
Leipzig Hbf (tief),08098205
Leipzig Hbf Goethestraße,08071457
Leipzig Hbf Ostseite Bussteig 5,08071472
Leipzig Industriegelände West,08080870
Leipzig Karlsruher Str,08010186
Leipzig Karlsruher Str,08080860
Leipzig Markt,08012186
Leipzig MDR,08012187
Leipzig Messe,08012478
Leipzig Miltitzer Allee,08012344
Leipzig Naunhofer Straße,08071463
Leipzig Nord,08012196
Leipzig Olbrichtstraße,08012181
Leipzig Ost,08012185
Leipzig Ostfriedhof,08071464
Leipzig Roßplatz,08071460
Leipzig S-Bahnhof Möckern,08071462
Leipzig Slevogtstraße,08012204
Leipzig Völkerschlachtdenkmal,08012343
Leipzig Wilhelm-Leuschner-Platz,08012202
Leipzig/Halle Flughafen,08012183
Leipzig-Connewitz,08010206
Leipzig-Gohlis,08012188
Leipzig-Heiterblick,08012190
Leipzig-Holzhausen,08011913
Leipzig-Knauthain,08012192
Leipzig-Leutzsch,08010207
Leipzig-Liebertwolkwitz,08012228
Leipzig-Lindenau,08012236
Leipzig-Lindenau,08080890
Leipzig-Lützschena,08012285
Leipzig-Lützschena Radefelder Weg,08071469
Leipzig-Marienbrunn,08080900
Leipzig-Miltitz,08012355
Leipzig-Möckern,08012193
Leipzig-Möckern Historischer Straßenbahnhof,08071468
Leipzig-Mölkau,08012375
Leipzig-Paunsdorf,08010208
Leipzig-Plagwitz,08010209
Leipzig-Rückmarsdorf,08012817
Leipzig-Sellerhausen,08080930
Leipzig-Sellerhausen Bahnhof,08071204
Leipzig-Stötteritz,08012194
Leipzig-Thekla,08012195
Leipzig-Wahren,08012197
"Leipzig-Wahren, Rathaus",08072971
Leisnig,08012198
Leißling,08012199
Leitstade,08003628
Lembeck,08003630
Lemförde,08003632
Lemgo,08003633
Lemgo-Lüttfeld,08003634
Lemmie,08003635
Lemwerder DHE,08070642
Lendringsen,08003638
Lengede-Broistedt,08001188
Lengefeld-Rauenstein,08012201
Lengenfeld(Vogtl),08012203
Lengenwang,08003639
Lengerich(Westf),08003640
Lengerich(Westf) Stadt,08070469
Lengerich-Hohne Pbf,08070470
Lenggries,08003643
Lenglern,08003644
Lennestadt-Altenhundem,08000532
Lennestadt-Grevenbrück,08002370
Lennestadt-Meggen,08003939
Lensahn,08003649
Lentföhrden,08007056
Leonberg,08003652
Leopoldshafen Leopoldstr.,08007174
Leopoldstal,08003655
Leschede,08003656
Letmathe,08000227
Letmathe Dechenhöhle,08003657
Letschin,08012205
Lette(Kr Coesfeld),08003658
Letter,08003659
Leubingen,08012207
Leubsdorf(Rhein),08003660
Leubsdorf(Sachs),08012208
Leun/Braunfels,08001132
Leuna Werke Nord,08012211
Leuna Werke Süd,08012212
Leutenberg,08012213
Leuterschach,08003663
Leutersdorf,08012214
Leutershausen Bahnhof OEG,08007466
Leutesdorf(Rhein),08003665
Leuthen(Cottbus),08012215
Leutkirch,08000336
Leverkusen Chempark,08000832
Leverkusen Mitte,08006713
Leverkusen-Küppersteg,08003668
Leverkusen-Rheindorf,08003672
Leverkusen-Schlebusch,08003669
Lich(Oberhess),08003673
Lichtenberg(Erzgeb),08012220
Lichtenfels,08000228
Lichtenhain(a d Bergbahn),08012222
Lichtenstein Ernst-Schneller-Siedlung,08017404
Lichtenstein Gewerbegebiet,08017405
Lichtenstein Hartensteiner Straße,08017406
Lichtenstein(Sachs),08012223
Lichtentanne(Sachs),08012224
Lichtentanne(Thür),08012225
Lichtenthal,08003676
Liebenau(Bz Kassel),08003677
Liebenthal(Prignitz),08012226
Lieblos,08003681
Liederbach,08007159
Liederbach-Süd,08070041
Lienen Bf,08070472
Lietzow(Rügen),08010210
"Limbach(b Homburg,Saar)$Kirkel-Limbach",08003684
Limbach(Vogtl),08012231
Limbach(Vogtl) Markt,08070845
Limburg Süd,08003680
"Limburg Süd, ICE-Bahnhof",08070273
Limburg(Lahn),08000229
"Limburg(Lahn),Bahnhof/Südseite",08070272
Limburgerhof,08003687
Limburgerhof Bahnhof (Südseite),08070908
Limmritz(Sachs),08012232
Linda(Elster),08012233
Lindach,08003690
Lindau Hafen,08070230
Lindau Hbf,08000230
Lindau(Anhalt),08012234
Lindau-Aeschach,08003692
Lindau-Reutin,08070153
Lindenberg(Mark),08012237
Lindenholzhausen,08003696
Lindern,08003697
Lindhorst(Schaumb-Lippe),08003699
Lindow(Mark),08012239
Lindwedel,08003700
Lingen(Ems),08003701
Lingenfeld,08003702
Linkenheim Rathaus,08079018
Linnich Bhf,08007803
Linnich-Tetz,08007806
Linsburg,08003705
Linsenhofen,08007447
Linz(Rhein),08003708
Linz(Rhein) KD,08075947
Lippborg-Heintrop,08070473
Lippstadt,08000571
Lispenhausen,08003711
Lissendorf,08003713
List(Sylt) Fähre,08070035
List(Sylt) Hafen,08084103
Listerscheid,08003715
Löbau(Sachs),08010212
Lobstädt,08012241
Loburg,08012242
Löcherberg,08003721
Lochham,08003720
Löcknitz,08010213
Lödingsen,08003722
Löf,08003723
Löffingen,08003724
Lohgarten-Roth,08003734
Lohhof,08003735
Lohmen,08012249
Löhnberg,08003726
Lohne(Oldb),08003738
Löhne(Westf),08000233
Lohnweiler,08003739
Lohr Bahnhof,08003740
Lohsa,08012250
Lohsa Ziegelteich,08070835
Loitsch-Hohenleuben,08012252
Lollar,08000234
Löningen EFH,08070474
Lonsee,08003748
Loppenhausen,08003749
Lorch(Rhein),08003751
Lorch(Rhein) KD,08075965
Lorch(Württ),08003752
Lorchhausen,08003753
Lörrach Busbf,08089403
Lörrach Dammstraße,08003736
Lörrach Hbf,08003729
Lörrach Museum/Burghof,08003737
Lörrach Schwarzwaldstraße,08003743
Lörrach-Brombach/Hauingen,08001191
Lörrach-Haagen/Messe,08002489
Lörrach-Stetten,08003730
Lorsbach,08003754
Lorsch,08003755
Lörzenbach-Fahrenbach,08003731
Losheim (Saar),08000232
Lössau,08012244
Loßburg-Rodt,08003758
Lößnitz ob Bf,08012245
Lößnitz unt Bf,08012246
Lößnitzgrund,08012247
Lottschesee,08012255
Lövenich,08003732
Löwenberg Am Sonnenhügel,08079670
Löwenberg Dorf,08012248
Löwenberg(Mark),08010214
Löwenberg(Mark) Kirche,08070963
Löwental,08003733
Loxstedt,08003760
Lübars(Burg),08012261
Lübbecke(Westf),08003772
Lübben Hp/Lubin zap,08013453
Lübben Neuendorf,08012447
Lübben Süd/Lubin jug,08013454
Lübben(Spreewald),08010217
Lübbenau(Spreewald),08010220
Lübberstedt,08003773
Lübberstedt(Lüneb),08070652
Lübeck Flughafen,08003781
Lübeck Hbf,08000237
Lübeck Hochschulstadtteil,08003785
Lübeck St Jürgen,08003774
Lübeck-Kücknitz,08003776
Lübeck-Travem. Skandinavienkai,08006704
Lübeck-Travemünde Hafen,08003777
Lübeck-Travemünde Strand,08003778
Lüblow(Meckl),08012262
Lubmin Personenbf,08012256
Lubolz,08012257
Lübs(Magdeburg),08012263
Lübstorf,08012264
Lübz,08012265
Lüchtringen,08003780
Luckaitztal,08012897
Luckau Zentrum,08012258
Luckau-Uckro,08010353
Luckau-Zöllmersdorf,08017310
Luckenau,08012259
Luckenwalde,08012260
Lüdenscheid,08003782
Lüdersdorf(Meckl),08012268
Ludersheim,08003762
Lüdinghausen,08003783
Ludwigsau-Friedlos,08002103
Ludwigsburg,08000235
Ludwigschorgast,08003763
Ludwigsfelde,08010215
Ludwigsfelde Brandenburger Str,08087050
Ludwigsfelde Neckarstr,08087051
Ludwigsfelde Stadtverwaltung,08087053
Ludwigsfelde Straße der Jugend/Ärztehaus,08087113
Ludwigsfelde-Struveshof,08012253
Ludwigsfelde-Struveshof,08087052
Ludwigshafen Berliner Platz,08077575
Ludwigshafen Rathaus,08077576
Ludwigshafen(Bodensee),08003764
Ludwigshafen(Rh)Hbf,08000236
Ludwigshafen(Rh)Hbf RHB,08007576
Ludwigshafen(Rhein) BASF Mitte,08000308
Ludwigshafen(Rhein) BASF Nord,08087060
Ludwigshafen(Rhein) BASF Süd,08002056
Ludwigshafen(Rhein) Mitte,08003759
Ludwigshafen(Rhein) Oppau,08070167
Ludwigshafen-Mundenheim,08003765
Ludwigshafen-Oggersheim,08003766
Ludwigshafen-Oggersheim RHB,08007577
Ludwigshafen-Rheingönheim,08003767
Ludwigshöhe,08003768
Ludwigslust,08010216
Ludwigsstadt,08003770
Ludwigsthal,08003771
Lügde,08003784
Luhe,08003794
Luhegrund AVL,08070476
Luhe-Wildenau,08003795
Luisenthal(Saar),08003796
Luisenthal(Thür),08012277
Lunden,08003798
Lüneburg,08000238
Lüneburg Busbf,08089227
Lüneburg Süd AVL,08070478
Lünen Hbf,08000239
Lünern,08003788
Lunestedt,08003799
Lüssow(Meckl),08012269
Lütetsburg,08070901
Lutherstadt Eisleben,08012279
Lutherstadt Wittenb. Altstadt,08012280
Lutherstadt Wittenberg,08010222
Lutherstadt Wittenberg West,08012281
Lutherstadt Wittenberg-Labetz,08013275
Lutherstadt Wittenb-Piesteritz,08012282
Lütjenkamp,08070479
Lütte,08012270
Lutten,08003800
Lütter,08003790
Luttum,08070813
Lutum,08003804
Lützel,08003791
Lützelsachsen Ort,08007462
Lützow,08012274
Maasbüll(b Niebüll),08079021
Machern(Sachs),08012284
Magdeburg Hasselbachplatz,08080660
Magdeburg Hbf,08010224
Magdeburg Hbf ZOB,08089178
Magdeburg Herrenkrug,08013455
Magdeburg SKET Industriepark,08013485
Magdeburg Südost,08012287
Magdeburg-Buckau,08013456
Magdeburg-Eichenweiler,08012289
Magdeburg-Neustadt,08010226
Magdeburg-Rothensee,08010086
Magdeburg-Salbke,08012291
Magdeburg-Sudenburg,08012292
Mägdesprung,08017015
Mägerkingen,08070480
Magstadt,08003807
Mahlow,08080970
Mahlwinkel,08012295
Maichingen,08003808
Maichingen Nord,08003834
Maikammer-Kirrweiler,08003809
Mainaschaff,08003810
Mainhausen Zellhausen,08006646
Mainleus,08003813
Mainroth,08003814
Maintal Ost,08002877
Maintal West,08000996
Mainz Hbf,08000240
Mainz KD,08075972
Mainz Nord,08003815
Mainz Römisches Theater,08003816
Mainz-Bischofsheim,08000241
Mainz-Gonsenheim,08003817
Mainz-Gustavsburg,08003818
Mainz-Kastel,08000615
Mainz-Laubenheim,08003819
Mainz-Laubenheim Oppenheimer Straße,08070867
Mainz-Marienborn,08003820
Mainz-Mombach,08003821
Maisach,08003824
Malchin,08010227
Malching(Oberbay),08003828
Mallersdorf,08003830
Malmsheim,08003831
Malsch,08003832
Malsfeld,08000243
Malsfeld-Beiseförth,08000859
Malter,08012298
Mammendorf,08004204
Mandern,08003836
Manebach,08012299
Manndorf,08003839
Mannheim ARENA/Maimarkt,08003841
Mannheim Handelshafen,08006508
Mannheim Hbf,08000244
Mannheim Hbf (Busbahnhof),08070044
Mannheim Paradeplatz,08077578
Mannheim-Friedrichsfeld,08000631
Mannheim-Friedrichsfeld Süd,08003842
Mannheim-Käfertal,08003843
Mannheim-Käfertal OEG,08007450
Mannheim-Käfertal Wald,08007451
Mannheim-Luzenberg,08006509
Mannheim-Neckarau,08003844
Mannheim-Neckarstadt,08006511
Mannheim-Neuostheim,08007461
Mannheim-Rheinau,08003845
Mannheim-Seckenheim,08003847
Mannheim-Seckenheim OEG,08007454
Mannheim-Seckenheim Rathaus,08070001
Mannheim-Waldhof,08003848
Mannheim-Wallstadt,08007464
Mansfeld(Südharz),08012300
Marbach Ost (Villingen-Schwenningen),08003857
Marbach West(Villingen-Schwenningen),08003854
Marbach(b Münsingen),08070481
Marbach(Neckar),08003853
Marbach-Grafeneck,08003851
Marbeck-Heiden,08003855
Marburg Süd,08003856
Marburg(Lahn),08000337
Maria Rain,08003859
Maria Veen,08003860
Marienberg(Sachs),08012301
Marienborn,08012302
Marienfeld(Westf),08007636
Marienglashöhle,08081600
Marienhafe,08003866
Marienheide,08070483
Markdorf(Baden),08003871
Marke,08012305
Markelfingen,08003872
Markelsheim,08003873
Markersbach(Erzgeb),08012306
Markkleeberg,08012308
Markkleeberg Mitte,08012309
Markkleeberg Nord,08012304
Markkleeberg West,08012310
Markkleeberg-Gaschwitz,08011598
Markkleeberg-Großstädteln,08010228
Markneukirchen Sächsischer Hof,08071301
Markranstädt,08012311
Marksuhl,08012312
Markt Bibart,08003876
Markt Erlbach,08003878
Markt Indersdorf,08003072
Markt Schwaben,08003879
Marktbreit,08003881
Marktgölitz,08012313
Marktl,08003883
Marktleuthen,08003884
Marktoberdorf,08003885
Marktoberdorf Schule,08003877
Marktredwitz,08000247
Marktschorgast,08003887
Marl Mitte,08003888
Marl-Hamm,08003890
Marlishausen,08012314
Marl-Sinsen,08003891
Marnheim,08003893
Marquardt,08012315
Marsberg,08003896
Marstetten-Aitrach,08003897
Martensdorf,08012316
Martensdorf Bushst,08087033
Martinlamitz,08003898
Martinroda,08012317
Martinroda Ort,08070931
Martinstein,08003899
Martinszell(Allgäu),08003901
Marxgrün,08003903
Marxzell,08007009
Marzling,08003905
Maschen,08003906
Maselheim,08079119
Massen,08003909
Massing,08003910
Matzing,08003912
Maubach,08003913
Mauer(b Heidelberg),08003915
Maulbronn Stadt/Kloster,08003918
Maulbronn West,08087080
Maulburg,08003920
Mausheim,08003921
Mauthaus,08070804
Maxau,08084068
Maxdorf Süd,08007575
Maxdorf(Pfalz),08007573
Maxhütte-Haidhof,08003922
Maximilian Park,08070484
Maximiliansau Eisenbahnstraße,08003923
Maximiliansau West,08084067
Maximiliansau-Im Rüsten,08003911
Mayen Ost,08000248
Mayen West,08003924
Mayschoß,08003926
Mechau,08012319
Mechernich,08003927
Mechterstädt,08012320
Meckelfeld,08003929
Meckenbeuren,08003930
Meckenheim Industriepark,08003937
Meckenheim(Bz Köln),08003931
Meckesheim,08003932
Medewitz(Mark),08012322
Meeder,08003938
Meerane,08012323
Meerbusch-Osterath,08004694
Meersburg(Bodensee),08006741
Meeschensee,08079026
Mehltheuer,08010229
Mehrhoog,08003943
Meine,08003947
Meinersdorf(Erzgeb),08012324
Meinersen,08003949
Meinerzhagen,08003950
Meiningen,08010230
Meinsdorf,08010231
Meisdorf,08012325
Meißen,08012326
Meißen Altstadt,08012318
Meißen Niesnerstraße,08070939
Meißen Triebischtal,08012327
Meißen Triebischtal Karl-Niesner-Straße,08070839
Meitingen,08003952
Meitzendorf,08012328
Melbach,08003953
Melbeck-Embsen,08070485
Melchow,08012329
Meldorf,08003954
Melle,08003956
Mellenbach-Glasbach,08012330
Mellendorf,08003957
Mellingen(Thür),08012332
Mellrichstadt Bf,08003959
Melsungen,08003961
Melsungen Bartenwetzerbrücke,08003971
Melsungen-Röhrenfurth,08005125
Memmingen,08000249
Menden(Rheinl),08003966
Menden(Sauerland),08003967
Menden(Sauerland)Süd,08003965
Mendig,08004393
Mendig Abzw Bf,08071075
Mendig von-Reth-Platz,08071118
Mengen,08003969
Mengeringhausen,08003970
Mengersgereuth-Hämmern,08012333
Mengersgereuth-Hämmern Ost,08012334
Mengersreuth,08003972
Mennisweiler,08070899
Menzingen(Baden),08007145
Meppen,08003978
Merching,08003979
Merchweiler,08003980
Mering,08003982
Mering-St Afra,08004008
Mersch(Westf),08003986
Merseburg,08010232
Merseburg Bergmannsring,08012339
Merseburg Elisabethhöhe,08012338
Merten(Sieg),08003987
Mertendorf,08012340
Mertesheim,08003988
Mertingen Bahnhof,08003989
Merzenich,08003990
Merzig(Saar),08003992
Merzig(Saar) Ost,08000202
Merzig(Saar) Stadtmitte,08003991
Mesch Neue Mühle,08070734
Meschede,08003993
Meßdorf,08012342
Messel,08003996
Messinghausen,08003998
Metelen Land,08004001
Mettenheim,08004003
Mettenheim Rathaus,08070872
Mettingen(Westf) Sunderstraße,08007670
Mettlach,08004004
Mettmann Stadtwald,08004005
Mettmann Zentrum,08004007
Metzingen(Württ),08004009
Metzingen-Neuhausen,08070678
Meuselbach-Schwarzmühle,08012346
Meyenburg,08012348
Michaelstein,08012349
Michelau(Oberfr),08004011
Michelau(Württ),08007194
Michelaubrück,08004013
Michelbach(Unterfr),08007277
Michelbach(Unterfr) Herrnmühle,08070165
Michelstadt,08004017
Michendorf,08010233
Miedelsbach-Steinenberg,08007193
Mierendorf,08012350
Miesbach,08004019
Miesenbach,08007482
Miesenheim,08004020
Miesenheim Andernacher Straße,08071491
Mieste,08012351
Miesterhorst,08012352
Millingen(b Rees),08004024
Millingen(b Rheinb),08004023
Milmersdorf,08012353
Miltach,08004026
Miltenberg,08000640
Miltern,08012354
Miltitz-Roitzschen,08012356
Miltzow,08012358
Milzau,08012359
Mimberg,08004028
Mindelaltheim,08004030
Mindelheim,08000338
Minden Friedrich-Wilhelm-Str.,08070488
Minden(Westf),08000252
Minden-Oberstadt,08070489
Minsleben,08012360
Mirow,08012361
Mistorf,08012362
Mittel Gründau,08004037
Mittelherwigsdorf,08010234
Mittelherwigsdorf Gütchen,08071714
Mittelndorf,08012365
Mitteloelsnitz,08012366
Mittelschmalkalden,08012367
Mittelsinn,08004040
Mittenwald,08004043
Mittenwald(Gr),08004044
Mittergars,08004046
Mittweida,08012369
Mixdorf,08012370
Mixdorf (Bus),08080983
Mochenwangen,08004049
Möckern(Magdeburg),08012372
Möckmühl,08004050
Mockrehna,08012371
Moers,08000644
Mögelin,08012373
Mögelin Bf,08070298
Mögglingen(Gmünd),08004053
Möhringen Bahnhof,08004068
Möhringen Rathaus,08004067
Moidentin,08012384
Mölln(Lauenb),08004057
Mölln(Meckl),08012376
Mömbris-Mensengesäß,08007279
Mömbris-Strötzbach,08070166
Monbach-Neuhausen,08004077
Mönchengladbach Hbf,08000253
Mönchengladbach-Genhausen,08004061
Mönchengladbach-Lürrip,08001745
Mönchengladbach-Rheindahlen,08004063
Mönchhagen,08012377
Mönchröden,08004064
Monreal,08004078
Monsheim,08000663
Montabaur,08000667
Monzingen,08004080
Moorbekhalle,08079023
Moosbachtal,08079265
Moosburg,08004084
Moosrain,08007630
Mörfelden,08004065
Möringen(Altm),08012378
Moritzburg,08012387
Mörlenbach,08004066
Morlesau,08004090
Morsum,08004093
"Morsum, Bahnhof",08007777
"Morsum, Kleinmorsum",08084105
Mosbach West,08004095
Mosbach(Baden),08004094
Mosbach-Neckarelz,08000264
Moschwig,08011083
Mosel,08012388
Moselkern,08004096
Moselkern KD,08075981
Möser,08012381
Mössingen,08004070
Möttingen,08004071
Mover,08070701
Mücheln(Geiseltal),08012390
Mücheln(Geiseltal) Stadt,08012392
Mücka,08012391
Mücka Schule,08070832
Mücke(Hess),08004100
Müden(Mosel),08004101
Mudersbach,08004099
Mügeln Bf,08070695
Mügeln Stadt,08070696
Muggendorf,08070493
Muggensturm,08004178
Mühlacker,08000339
Mühlacker Rößlesweg,08004103
Mühlanger,08012393
Mühlbach(Pirna),08012394
Mühlberg(Elbe),08017427
Mühldorf(Oberbay),08000258
Mühlen(b Horb),08004104
Mühlen(Oldb),08004105
Mühlenbeck-Mönchmühle,08080980
Mühlental,08012398
Mühlhausen(b Engen),08004107
Mühlhausen(b Engen) Rathaus,08074107
Mühlhausen(Thür),08010235
Mühlheim(b Tuttlingen),08004111
Mühlheim(Main),08004112
Mühlheim(Main)-Dietesheim,08070088
Mühlstetten,08004115
Mühltal,08004350
Mühlthal(Oberbay),08004116
Mühltroff,08012399
Muhr a See,08000534
Mühringen,08070494
Mulda(Sachs),08012407
Muldenberg,08013486
Muldenberg Floßplatz,08000273
Muldenhütten,08012408
"Muldenhütten, Hilbersdorf Gasthof",08071312
Muldenstein,08012409
Mülheim(Ruhr)Hbf,08000259
Mülheim(Ruhr)Styrum,08000687
Mülheim(Ruhr)West,08004122
Müllheim(Baden),08004124
Müllrose,08012400
Müllrose Markt,08080982
Mulsum-Essel,08007809
Münchberg,08004126
Müncheberg(Mark),08010236
Münchehof(Harz),08004127
München Donnersbergerbrücke,08004128
München Flughafen Besucherpark,08004167
München Flughafen Terminal,08004168
München Flughafen Terminal2 Ankunftebene Halt22,08071168
München Hackerbrücke,08004129
München Harras,08004130
München Hauptbahnhof Nord,08070193
München Hbf,08000261
München Hbf (tief),08098263
München Hbf Gl.27-36,08098261
München Hbf Gl.5-10,08098262
München Heimeranplatz,08005419
München Hirschgarten,08004179
München Isartor,08004131
München Karlsplatz,08004132
München Leienfelsstr.,08004133
München Lenbachplatz,08070934
München Leuchtenbergring,08004134
München Marienplatz,08004135
München Odeonsplatz,08070914
München Ost,08000262
München Rosenheimer Platz,08004136
München Siemenswerke,08004137
München St.Martin-Str.,08004138
München Süd,08099501
München ZOB (Hackerbrücke),08089317
München(Bad Berka),08012401
München-Allach,08004140
München-Aubing,08004141
München-Berg am Laim,08004142
München-Daglfing,08004143
München-Englschalking,08004144
München-Fasanerie,08004145
München-Fasangarten,08004146
München-Feldmoching,08004147
