IBNR,Station Name
8005287,Sandkrug
8005288,Sandwehle
8005289,Sanssouci
8005289,Balve-Sanssouci
8005291,Sarnau
8005291,Lahntal-Sarnau
8005292,Sarstedt
8005293,Sassenroth
8005297,Satteldorf
8005298,Satzvey
8005298,Mechernich-Satzvey
8005299,Sauerlach
8005301,Bad Saulgau
8005301,Saulgau Bad
8005302,Saulgrub
8005304,Nürnberg-Gleißhammer
8005306,Schafbrücke
8005311,Schaftlach
8005311,Waakirchen-Schaftla.
8005312,Schalchen
8005316,Schalksmühle
8005317,Schallstadt
8005319,Schameder
8005320,Schandelah
8005321,Scharbeutz
8005322,Scharmede
8005322,Salzkotten-Scharmede
8005324,Bad Lauterberg im Harz Barbis
8005324,Bad Lauterbg Bahnhof
8005327,Schechen
8005329,Scheppach
8005330,Scheeßel
8005332,Scheidt(Saar)
8005333,Schelklingen
8005334,Schemmerberg
8005335,Schenkenzell
8005336,Scherfede
8005336,Warburg-Scherfede
8005338,Scheuerfeld(Sieg)
8005339,Scheven
8005339,Kall-Scheven
8005340,Schieder
8005342,Usch-Zendscheid
8005343,Schierbrok
8005343,Ganderkesee-Schierb.
8005345,Schifferstadt Süd
8005346,Schiffweiler
8005347,Schiltach Mitte
8005350,Schiltach
8005352,Schirnding
8005353,Cheb(Gr)
8005355,Schladen(Harz)
8005356,Schladern(Sieg)
8005356,Windeck-Schladern
8005362,Schleswig
8005362,SL
8005364,Schliengen
8005365,Schlierbach(Schwalm-Eder-Kr.)
8005365,Neuental-Schlierbach
8005366,Heidelberg-Schlierbach/Ziegelhausen
8005366,Heidelberg-Schlierb.
8005367,Schliersee
8005369,Schloß Holte
8005370,Paderborn-Schloss Neuhaus
8005371,Schluchsee
8005374,Schmalnau
8005378,Schmidtheim
8005379,Schmiechen
8005379,Schelklingen-Schmie.
8005381,Schmiechen(Schwab)
8005382,Vöhl-Schmittlotheim
8005383,Schnaittach Markt
8005386,Schneeberg im Odenwald
8005388,Schnelldorf
8005389,Landsberg(L)Schule
8005390,Schneverdingen
8005391,Schney
8005391,Lichtenfels-Schney
8005392,Schoden-Ockfen
8005393,Hesseneck Schöllenbach
8005400,Schonungen
8005405,Schönewörde
8005406,Schöngeising
8005409,Schönmünzach
8005409,Baiersbronn-Schönmünzach
8005412,Schönwald(Oberfr)
8005413,Schöppenstedt
8005415,Schötmar
8005415,Bad Salzuflen-Schoet
8005417,Schondorf(Bay)
8005418,Schongau
8005418,SOG
8005419,München Heimeranplatz
8005420,Schopfheim
8005421,Schopfloch(b Freudenstadt)
8005423,Schopp
8005424,Schorndorf
8005425,Schopfheim West
8005431,Schrezheim
8005431,Ellwangen-Schrezheim
8005432,Schrobenhausen
8005433,Schrozberg
8005435,Schülldorf
8005436,Schüttorf
8005439,Schwabach
8005439,SC
8005440,Schwabach-Limbach
8005442,Schwabhausen(b Dachau)
8005444,Schwabmünchen
8005444,SMÜ
8005445,Schwabsberg
8005445,Rainau-Schwabsberg
8005449,Schwäbisch Hall
8005449,SHA
8005451,Schwaig
8005453,Schwaigern(Württ)
8005454,Schwaikheim
8005455,Schwalbach(Taunus)Limes
8005456,Schwalbach(Taunus)Nord
8005457,Schwarmstedt
8005465,Schwarzenbach(b Pressath)
8005466,Schwarzenbach(Saale)
8005468,Schwarzenbek
8005469,Schwarzenfeld(Opf)
8005476,Schweich(DB)
8005479,Schweinfurt Mitte
8005481,Schweinfurt Stadt
8005485,Schweinsdorf
8005488,Schwelm West
8005489,Schwenningen(Bay)
8005490,Schwenningen(Neckar)
8005490,Villingen-Schwenn.
8005494,Schwetzingen
8005495,Schwindegg
8005497,Schwörstadt
8005498,Sechshelden
8005498,Haiger-Sechshelden
8005499,Sechtem
8005502,Seebrugg
8005502,Schluchsee-Seebrugg
8005504,Seefeld-Hechendorf
8005505,Seeg
8005506,Seeleiten-Berggeist
8005506,Murnau-Seeleiten-Be.
8005507,Seelze
8005508,Seeshaupt
8005510,Sehlem(Kr Wittlich)
8005511,Sehnde
8005512,Seiboldsdorf
8005516,Selb Nord
8005517,Selb Stadt
8005518,Selb-Plößberg
8005520,Selbitz
8005522,Seligenstadt(Hess)
8005523,Seligenstadt(b Würzburg)
8005523,Prosselsheim-Seligen
8005525,Selm
8005526,Selm-Beifang
8005532,Senden
8005534,Sennelager
8005535,Sennestadt
8005535,Bielefeld-Sennestadt
8005536,Sennfeld
8005536,Adelsheim-Sennfeld
8005539,Serrig
8005540,Sersheim
8005543,Seubersdorf
8005544,Seulberg
8005544,Friedrichsdorf-Seulb
8005545,Seulbitz
8005545,Schwarzenbach-Seulb.
8005547,Seybothenreuth
8005551,Siebeldingen-Birkweiler
8005551,Birkweiler Bf Siebld
8005555,Siedlinghausen
8005555,Winterberg-Siedlingh
8005556,Siegburg/Bonn
8005556,SU
8005557,Siegelsdorf
8005557,Veitsbronn-Siegelsd.
8005559,Siegsdorf
8005560,Singen Landesgartenschau
8005561,Sierksdorf
8005562,Siersburg
8005566,Siglingen
8005566,Neudenau-Siglingen
8005568,Sigmaringendorf
8005569,Silbach
8005569,Winterberg-Silbach
8005572,Simmelsdorf-Hüttenbach
8005573,Simtshausen
8005573,Münchhausen-Simtsh.
8005574,Sindelfingen
8005575,Sindorf
8005575,Kerpen-Sindorf
8005576,Singlis
8005577,Sinn
8005578,Sinsheim(Elsenz) Hbf
8005578,SNH
8005580,Sinzig(Rhein)
8005581,Sinzing
8005582,Sipplingen
8005583,Bad Sobernheim
8005583,Sobernheim Bad
8005585,Söllingen(b Karlsr)
8005585,Pfinztal-Söllingen
8005586,Sörup
8005587,Sinzheim
8005588,Sinzheim Nord
8005590,Solingen-Schaberg
8005592,Solms
8005593,Solnhofen
8005594,Soltau Nord
8005597,Solingen Grünewald
8005598,Solingen Mitte
8005600,Sondern
8005601,Sondernach
8005602,Sondernheim
8005602,Germersheim-Sondernh
8005607,Sontheim(Schwab)
8005608,Sontheim-Brenz
8005609,Sonthofen
8005609,SF
8005610,Sontra
8005613,Sottrum
8005614,Soyen
8005616,Spaichingen
8005617,Spaichingen Mitte
8005622,Spay
8005623,Speele
8005623,Staufenberg-Speele
8005624,Speicher
8005625,Speikern
8005626,Speyer Nord-West
8005628,Speyer Hbf
8005628,SP
8005629,Spich
8005629,Troisdorf-Spich
8005630,Spiegelau
8005635,Münster-Sprakel
8005636,Dreieich-Sprendlingen
8005637,Sprendlingen(Rheinhess)
8005638,Springe
8005638,SPR
8005639,St Alban
8005639,Dießen-St. Alban
8005640,Sprötze
8005644,St Georgen(Schwarzw)
8005644,Georgen(Schwarzw) St
8005645,St Goar
8005645,GOA
8005645,Goar St
8005646,St Goarshausen
8005646,GOH
8005646,Goarshausen St
8005648,St Ilgen-Sandhausen
8005648,Leimen-St Ilgen
8005648,Ilgen St
8005649,St Ingbert
8005649,IGB
8005649,Ingbert St
8005652,St Koloman
8005652,Koloman St
8005653,St Mang
8005653,Mang St
8005653,Kempten-St Mang
8005655,St Michaelisdonn
8005655,Michaelisdonn St
8005656,St Ottilien
8005656,Ottilien St
8005658,St Thomas
8005658,Thomas St
8005659,St Wendel
8005659,WND
8005659,Sankt Wendel
8005659,Wendel St
8005661,Stadtallendorf
8005662,Stadthagen
8005662,SHG
8005663,Hamburg Stadthausbrücke
8005665,Stadtoldendorf
8005666,Stadtprozelten
8005668,Staffel
8005668,Limburg-Staffel
8005670,Bad Staffelstein
8005670,Staffelstein Bad
8005672,Iffeldorf
8005672,Staltach(Iffeldorf)
8005673,Stambach
8005673,Contwig-Stambach
8005674,Stammbach
8005675,Starnberg Nord
8005676,Starnberg
8005676,STA
8005678,Staudernheim
8005682,Stederdorf(Kr Uelzen)
8005682,Wrestedt-Stederdorf
8005686,Stegenwaldhaus
8005686,Selbitz-Stegenwaldh.
8005687,Stein(Traun)
8005688,Steinach(Baden)
8005689,Steinalben
8005690,Steinau(Straße)
8005692,Steinbach am Wald
8005699,Steinebach
8005700,Steinefrenz
8005701,Steinen
8005702,Steinhagen(Westf) Bielef. Str.
8005703,Steinfeld(Oldb)
8005704,Steinhagen(Westf)
8005706,Steinheim(Main)
8005706,Hanau-Steinheim
8005708,Steinheim(Westf)
8005709,Steinhöring
8005712,Steinfurt-Grottenkamp
8005713,Steinweiler
8005714,Steinsfurt
8005714,Sinsheim-Steinsfurt
8005715,Steinwenden
8005716,Steinwiesen Bf
8005717,Stelle
8005720,Sterbfritz
8005720,Sinntal-Sterbfritz
8005722,Sterzhausen
8005722,Lahntal-Sterzhausen
8005723,Stetten(Donau)
8005724,Stetten am Heuchelberg
8005724,Schwaigern-Stetten
8005725,Stetten(Schwab)
8005726,Stetten-Beinstein
8005726,Waiblingen-Stetten-B
8005726,Kernen-Stetten-Bein.
8005731,Stift Keppel-Allenbach
8005731,Hilchenbach-Stift K.
8005734,Stockau
8005735,Stockdorf
8005736,Stockhausen(Lahn)
8005736,Leun-Stockhausen
8005737,Stockheim(Oberfr)
8005738,Stockheim(Unterfr)
8005739,Stockstadt(Main)
8005740,Stockstadt(Rhein)
8005741,Stolberg-Altstadt
8005743,Stolberg-Rathaus
8005744,Stolberg-Schneidmühle
8005745,Stolberg-Mühlener Bahnhof
8005746,Stommeln
8005747,Storzingen
8005748,Euskirchen-Stotzheim
8005749,Straß-Moos
8005750,Straßberg-Winterlingen
8005752,Straßkirchen
8005760,Strullendorf
8005761,Struthütten
8005762,Stryck
8005763,Stubben
8005763,Ritterhude-Stubben
8005764,Stühlingen
8005766,Stuttgart Ebitzweg
8005767,Stuttgart Nord
8005768,Stuttgart Flughafen/Messe
8005768,STR Stuttgart Airport
8005768,Leinfelden-Echterdingen Stuttgart Flughafen/Messe
8005769,Stuttgart-Bad Cannstatt
8005770,Stuttgart-Feuerbach
8005771,Stuttgart-Münster
8005772,Stuttgart-Obertürkheim
8005773,Stuttgart-Rohr
8005774,Stuttgart-Sommerrain
8005775,Stuttgart-Untertürkheim
8005776,Stuttgart-Vaihingen
8005776,Vaihingen(Stuttgart)
8005777,Stuttgart-Zazenhausen
8005778,Stuttgart-Zuffenhausen
8005779,Stuttgart-Österfeld
8005780,Suderburg
8005781,Suchsdorf
8005782,Süderbrarup
8005783,Süderdeich
8005785,Hamburg-Sülldorf
8005786,Sülzbach
8005786,Obersulm-Sülzbach
8005787,Sünching
8005788,Suerhop
8005789,Süderlügum
8005790,Süßen
8005791,Sulz(Neckar)
8005792,Sülzbach Schule
8005793,Sulzbach(Inn)
8005794,Sulzbach(Main)
8005795,Sulzbach(Murr)
8005796,Sulzbach(Saar)
8005797,Sulzbach(Saar)Altenwald
8005798,Sulzbach(Taunus)
8005799,Sulzbach(Taunus)Nord
8005800,Sulzbach-Rosenberg
8005801,Sulzbach-Rosenberg Hütte
8005802,Sulzberg
8005805,Sulzfeld(Baden)
8005809,Syke
8005809,SY
8005810,Sylbach
8005810,Bad Salzuflen-Sylbac
8005811,Sythen
8005812,Taben
8005813,Tacherting
8005820,Tamm(Württ)
8005823,Tannheim(Württ)
8005824,Tapfheim
8005825,Tarp
8005826,Tating
8005827,Tauberbischofsheim
8005827,TBB
8005828,Tauberfeld
8005831,Taufkirchen
8005833,Teisendorf
8005834,Telgte
8005835,Temmels
8005836,Teningen-Mundingen
8005836,EmmendingenMundingen
8005843,Thaleischweiler-Fröschen
8005845,Thalfingen(b Ulm)
8005852,Thann-Matzbach
8005852,Lengdorf-Thann-Matz.
8005855,Thansüß
8005856,Thayngen
8005857,Theisbergstegen
8005858,Thesdorf
8005864,Thüngersheim
8005865,Thür
8005867,Tiebensee
8005870,Hamburg-Tiefstack
8005871,Tiengen(Hochrhein)
8005871,Waldshut-T.-Tiengen
8005874,Timmendorferstrand
8005874,Timmendorfer Strand
8005876,Titisee
8005876,Titisee-Neustadt Titisee
8005883,Töging(Inn)
8005885,Tönning
8005887,Tornesch
8005888,Tostedt
8005889,Traben-Trarbach
8005890,Trabitz
8005891,Trais-Horloff
8005891,Hungen-Trais-Horloff
8005892,Trasadingen
8005893,Traundorf
8005894,Traunreut
8005895,Trebgast
8005896,Trechtingshausen
8005901,Triangel
8005901,Sassenburg-Triangel
8005902,Triberg
8005903,Triefenried
8005905,Trier Süd
8005907,Triesdorf
8005907,Weidenbach(Mittelfr)-Triesdorf
8005908,Trochtelfingen(b Bopfingen)
8005910,Trompet
8005911,Trossingen Bahnhof
8005912,Trostberg
8005916,Tübingen West
8005917,Tübingen-Derendingen
8005918,Tübingen-Lustnau
8005920,Türkenfeld
8005923,Tüßling
8005924,Tulling
8005925,Tuttlingen Schulen
8005927,Tutzing
8005928,Twiste
8005929,Twistringen
8005930,Ubbedissen
8005930,Bielefeld-Ubbedissen
8005931,Ubstadt-Weiher
8005935,Übach-Palenberg
8005937,Überlingen Therme
8005940,Übersee
8005942,Überlingen
8005942,ÜB
8005943,Überlingen-Nußdorf
8005945,Ürzig(DB)
8005946,Tuttlingen Gänsäcker
8005947,Uffenheim
8005947,UFF
8005948,Uffing a Staffelsee
8005949,Uhingen
8005950,Uhlerborn
8005952,Ulm Ost
8005954,Ulm-Donautal
8005955,Ulm-Söflingen
8005961,Umrathshausen Bf
8005961,Frasdorf-Umrathshau.
8005962,Umrathshausen Ort
8005963,Unadingen
8005963,Löffingen-Unadingen
8005966,Undorf
8005967,Unfriedsdorf
8005968,Ungedanken
8005968,Fritzlar-Ungedanken
8005970,Unkel
8005971,Unna-Königsborn
8005972,Unnau-Korb
8005975,Unterammergau
8005976,Unterasbach
8005977,Unteraschau
8005979,Böbingen(Rems)
8005983,Unterelchingen
8005986,Unterföhring
8005989,Untergriesheim
8005989,Bad Friedrichshall-U
8005990,Untergrombach
8005990,Bruchsal-Untergromb.
8005991,Unterhaching
8005993,Unterhausen(Bay)
8005995,Unterheckenhofen
8005995,Roth-Unterheckenhof.
8005997,Unterkochen
8005997,Aalen-Unterkochen
8005998,Unterlenningen
8005998,Lenningen-Unterlenn.
8006001,Unterlüß
8006002,Unterjesingen Mitte
8006003,Unterjesingen Sandäcker
8006006,Germering-Unterpfaffenhofen
8006008,Unterreichenbach
8006016,Untersteinach(Bayr)
8006017,Untersteinach(b Stadtsteinach)
8006019,Untersulzbach
8006026,Uphusum
8006027,Bad Urach Ermstalklinik
8006029,Bad Urach
8006029,Urach Bad
8006030,Urbach(b Schorndorf)
8006031,Rödermark-Urberach
8006032,Urft
8006032,Kall-Urft
8006035,Urmitz
8006036,Urmitz Rheinbrücke
8006037,Urschalling
8006037,PrienChiemsee-Ursch.
8006039,Urspring
8006039,Lonsee-Urspring
8006041,Uslar
8006043,Usseln
8006043,Willingen-Usseln
8006048,Utting
8006052,Vach
8006053,Vaihingen(Enz)
8006054,Vallendar
8006056,Varel(Oldb)
8006058,Vastorf
8006059,Vaterstetten
8006060,Vechelde
8006061,Vechta
8006061,VEC
8006062,Hamburg-Veddel
8006064,Velbert Rosenhügel
8006065,Veitshöchheim
8006067,Velden(b Hersbruck)
8006068,Vellmar-Osterberg/EKZ
8006076,Verden(Aller)
8006076,VER
8006078,Vernawahlshausen
8006078,Wahlsburg-Vernawahl.
8006079,Vettweiß
8006082,Frankenberg-Viermünden
8006082,Frankenberg(Eder)-Viermünden
8006083,Villmar
8006084,Vilsbiburg
8006085,Vilseck
8006086,Vilshofen(Niederbay)
8006089,Hannover-Vinnhorst
8006090,Visselhövede
8006091,Vlotho
8006093,Vöhl-Thalitter
8006094,Vöhringen
8006095,Vöhrum
8006095,Peine-Vöhrum
8006098,Voerde(Niederrhein)
8006100,Vogelweh
8006101,Vohburg
8006104,Voldagsen
8006107,Volkmarsen
8006109,Volkringhausen
8006109,Balve-Volkringhausen
8006112,Volpriehausen
8006112,Uslar-Volpriehausen
8006116,Vorhop
8006116,Wittingen-Vorhop
8006117,Vormwald
8006117,Hilchenbach-Vormwald
8006118,Vormwald Dorf
8006118,Hilchenbach-Vormw.D.
8006120,Vorra(Pegnitz)
8006125,Wachenheim(Pfalz)
8006126,Wachenheim-Mölsheim
8006131,Wächterhof
8006132,Wächtersbach
8006134,Waffenbrunn
8006135,Wackershofen
8006136,Waggonfabrik
8006136,Mainz Waggonfabrik
8006137,Waghäusel
8006138,Waging
8006139,Wahlbach(Kr Siegen)
8006141,Waidhaus(Gr)
8006144,Wahrenholz
8006145,Wallhausen(Württ)
8006147,Waigolshausen
8006148,Wakendorf
8006154,Waldenburg(Württ)
8006155,Waldershof
8006156,Waldfischbach
8006157,Waldhausen(b Schorndorf)
8006157,Lorch-Waldhausen
8006159,Waldkirch
8006160,Waldkirchen(Niederbay.)
8006163,Waldmünchen
8006163,WÜM
8006164,Waldkraiburg
8006167,Waldshut
8006167,WT
8006170,Walhausen(Saar)
8006171,Walheim(Württ)
8006172,Walkenried
8006174,Walkertshofen Bf
8006175,Walldorf(Hess)
8006176,Walldürn
8006181,Wallersdorf
8006183,Wallertheim
8006184,Walleshausen
8006189,Hebertshausen
8006189,Walpertshofen-
8006190,Walpertskirchen
8006191,Walporzheim
8006191,Bad Neuenahr-Walporz
8006193,Walsrode
8006194,Essen-Horst
8006197,Hamburg-Tonndorf
8006198,Hamburg Wandsbeker Chaussee
8006200,Wangen(Allgäu)
8006203,Wannweil
8006206,Warendorf
8006206,WAF
8006210,Warngau
8006212,Warthausen
8006213,Wasbek
8006215,Wasenweiler
8006215,Ihringen-Wasenweiler
8006217,Wasseralfingen
8006217,Aalen-Wasseralfingen
8006218,Wasserburg(Bodensee)
8006219,Wasserburg(Günz)
8006219,Günsburg-Wasserburg
8006220,Wasserburg(Inn)Bf
8006222,Wasserliesch
8006224,Wasserzell(b Eichstätt)
8006226,Wattenscheid
8006226,WAT
8006227,Wattenscheid-Höntrop
8006229,Watzenborn-Steinberg
8006229,Pohlheim-Watzenb.-S.
8006232,Weckesheim
8006232,Reichelsheim(Wet)Wec
8006233,Weddel(Braunschw)
8006236,Wedel(Holst)
8006237,Weener
8006240,Weeze
8006241,Wega
8006241,Bad Wildungen-Wega
8006243,Wegberg
8006252,Wehr(Mosel)
8006255,Weibhausen
8006255,Wonneberg-Weibhausen
8006256,Weichering
8006256,Neuburg-Weichering
8006257,Weickersgrüben
8006258,Weidenbach
8006258,Heldenstein-Weidenb.
8006259,Weidenberg
8006261,Weidenthal
8006264,Weiding
8006266,Weiherhammer
8006267,Weiherhof
8006267,Zirndorf-Weiherhof
8006268,Weilimdorf
8006268,Stuttgart Weilimdorf
8006269,Weikersheim
8006270,Wüsting
8006271,Weil der Stadt
8006272,Weil am Rhein
8006273,Weil am Rhein Ost
8006274,Weilbach(Unterfr)
8006277,Weiler(Rems)
8006277,Schorndorf-Weiler
8006279,Weilbach(Unterallg)
8006279,Pfaffenhausen-Weilb.
8006280,Weilerswist
8006281,Weilheim(Württ)
8006281,Rietheim-Weilheim Bahnhof
8006286,Ahnatal-Weimar
8006287,Weingarten(Baden)
8006289,Weinsberg
8006290,Weinsberg West
8006291,Weisenbach
8006292,Weisenheim(Sand)
8006293,Rodgau-Weiskirchen
8006294,Weinsberg/Ellhofen Gewerbegebiet
8006294,Ellhofen Gewerbegeb.
8006294,Weinsberg/Ellhofen G
8006296,Weißenau
8006296,Ravensburg-Weißenau
8006298,Weißenburg(Bay)
8006298,WUG
8006299,Weißenhorn
8006300,Weißenohe
8006303,Weißenthurm
8006304,OberurselWeißkirchen/Steinbach
8006304,Weißkirchen-Steinb.
8006304,Steinbach-Weißkirch.
8006305,Weißenhorn-Eschach
8006306,Weiterstadt
8006309,Weizern-Hopferau
8006312,Welgesheim-Zotzenheim
8006313,Welkers
8006313,Eichenzell-Welkers
8006315,Wellen(Mosel)
8006316,Wellendorf
8006319,Hamburg-Wellingsbüttel
8006319,Wellingsbüttel
8006320,Welschen Ennest
8006321,Welschingen-Neuhausen
8006321,Engen-Welschingen-Ne
8006323,Welver
8006330,Wendisch Evern
8006331,Wendlingen(Neckar)
8006336,Wennigsen(Deister)
8006339,Werdohl
8006340,Werdorf
8006340,Aßlar-Werdorf
8006342,Werl
8006346,Wernau(Neckar)
8006347,Wernberg
8006348,Werne a d Lippe
8006349,Wernfeld
8006353,Wertach-Haslach
8006354,Wertheim-Bestenheid
8006356,Wesel Feldmark
8006357,Wesselburen
8006358,Wesseln
8006359,Weßling(Oberbay)
8006360,Westbarthausen
8006361,Westbevern
8006363,Westendorf
8006366,Westerham
8006366,Feldkirchen-Westerham
8006367,Westerhausen
8006369,Westerland(Sylt)
8006369,Sylt
8006373,Westerstetten
8006376,Westhausen
8006378,Westheim(Schwab)
8006378,Neusäß-Westheim
8006379,Westheim(Westf)
8006379,Marsberg-Westheim
8006380,Westheim-Langendorf
8006383,Westönnen
8006385,Wetter(Hessen)
8006386,Wetter(Ruhr)
8006389,Wickede(Ruhr)
8006390,Wicklesgreuth
8006390,Petersaurach-Wickle.
8006391,Wickrath
8006391,Mönchengladbach-Wic
8006392,Wiebelskirchen
8006401,Schwalmstadt-Wiera
8006402,Wieren
8006403,Wiesau(Oberpf)
8006404,Wiesbaden Ost
8006407,Wiesbaden-Erbenheim
8006408,Wiesbaden-Igstadt
8006409,Wiesbaden-Schierstein
8006413,Wiesenfeld
8006414,Wiesenfeld(b Coburg)
8006414,Meeder-Wiesenfeld
8006416,Wieslensdorf
8006417,Wiesental
8006417,Waghäusel-Wiesental
8006418,Wiesenthau
8006421,Wiesloch-Walldorf
8006421,Walldorf-Wiesloch
8006422,Tittmoning-Wiesmühl
8006423,Wiesmühl(Alz)
8006426,Wiesthal
8006430,Wilchingen-Hallau
8006431,Bad Wildbad Bf
8006431,Wildbad Bad
8006432,Wildberg(Württ)
8006436,Wildeshausen
8006440,Wilferdingen-Singen
8006440,Remchingen
8006441,Wilgartswiesen
8006445,Wilhelmshaven Hbf
8006445,WHV
8006446,Wilhelmshütte(Lahn)
8006448,Wilhermsdorf
8006449,Willebadessen
8006453,Willingen
8006454,Willmenrod
8006455,Willmering
8006456,Willsbach
8006456,Obersulm-Willsbach
8006459,Wilsenroth
8006459,Dornburg-Wilsenroth
8006460,Wilster
8006461,Wiltingen(Saar)
8006463,Wincheringen
8006465,Nidderau-Windecken
8006465,Windecken(Kr Hanau)
8006466,Windelsbleiche
8006466,Bielefeld-Windelsbl.
8006468,Winden(Pfalz)
8006472,Windischeschenbach
8006473,Windsbach
8006475,Wingst
8006476,Winkelhaid
8006479,Winnenden
8006481,Winningen(Mosel)
8006482,Winninghausen
8006482,Barsinghausen-Winnin
8006483,Winnweiler
8006484,Winsen(Luhe)
8006484,WL
8006485,Winterbach(b Schorndorf)
8006486,Winterberg(Westf)
8006488,Winterhausen
8006489,Wintermoor
8006489,Schneverd-Wintermoor
8006493,Witzighausen
8006498,Wirges
8006499,Wirtheim
8006499,Biebergemuend-Wirth.
8006501,Wissen(Sieg)
8006503,Wissingen
8006503,Bissendorf-Wissingen
8006505,Wittbräucke
8006508,Mannheim Handelshafen
8006509,Mannheim-Luzenberg
8006510,Witten-Annen Nord
8006511,Mannheim-Neckarstadt
8006513,Stuttgart Universität
8006514,Essen-Holthausen
8006516,Alfter-Witterschlick
8006517,Wittighausen
8006520,Wittmund
8006520,WTM
8006524,Witzenhausen Nord
8006527,Witzwort
8006528,Darmstadt-Wixhausen
8006528,Wixhausen
8006529,Wölfersheim-Södel
8006531,Wörth(Rhein) Zügelstraße
8006533,Wörnitzstein
8006534,Wörrstadt
8006535,Wörsdorf
8006535,Idstein-Wörsdorf
8006536,Wörth(Rhein) Mozartstraße
8006537,Wörth(Isar)
8006538,Wörth(Main)
8006539,Wössingen
8006539,Walzbachtal-Wössing
8006541,Wohltorf
8006544,Wolfach
8006545,Wolfegg
8006546,Felsberg-Wolfershausen
8006546,Wolfershausen
8006548,Wolfgang(Kr Hanau)
8006548,Hanau-Wolfgang
8006549,Wolfhagen
8006549,WOH
8006550,Wolfratshausen
8006552,Wolfsburg Hbf
8006552,WOB
8006554,Wolfsmünster
8006555,Wolfstein
8006555,WOS
8006556,Wollmetshofen Bf
8006559,Wolterdingen(Han)
8006561,Woltwiesche
8006561,Lengede-Woltwiesche
8006570,Wremen
8006572,Wrist
8006575,Wülfrath-Aprath
8006577,Würgendorf
8006578,Würgendorf (Ort)
8006581,Würzbach(Saar)
8006582,Würzburg Süd
8006586,Würzburg-Zell
8006588,Wüstenselbitz
8006588,Helmbrechts-Wüsten.
8006590,Wulfen(Westf)
8006590,Dorsten-Wulfen
8006592,Wulften
8006595,Wullenstetten
8006596,Wuppertal-Barmen
8006607,Wuppertal-Langerfeld
8006616,Wuppertal-Ronsdorf
8006618,Wuppertal-Sonnborn
8006619,Wuppertal-Steinbeck
8006620,Wuppertal-Unterbarmen
8006623,Wuppertal-Zoologischer Garten
8006624,Wurlitz
8006625,Wurmlingen Mitte
8006626,Wurmlingen Nord
8006627,Wustweiler
8006628,Wutöschingen
8006629,Wyhlen
8006629,Grenzach-Wyhlen Wyhlen
8006630,Xanten
8006633,Zaisenhausen
8006634,Zapfendorf
8006635,Zeil
8006636,Bensersiel
8006641,Zell(Wiesental)
8006642,Esslingen-Zell
8006643,Bad König Zell
8006643,Zell-Kirchbrombach
8006644,Zell-Romrod
8006646,Mainhausen Zellhausen
8006646,Zellhausen Mainhaus.
8006647,Zennern
8006647,Wabern-Zennern
8006648,Zeppelinheim
8006648,Neu-Isenburg-Zeppel.
8006654,Zierenberg-Rosental
8006658,Zierenberg
8006659,Zieverich
8006660,Zillendorf
8006661,Zimmern(b Seckach)
8006661,Seckach-Zimmern
8006662,Zimmern(Main-Tauber)
8006662,Grünsfeld-Zimmern
8006663,Zimmersrode
8006663,Neuental-Zimmersrode
8006664,Zirndorf
8006666,Zirndorf Kneippallee
8006667,Zollhaus(Villingen-Schwenningen)
8006669,Blumberg-Zollhaus
8006669,Zollhaus-Blumberg Bf
8006670,Zollhaus-Petersthal
8006671,Zorneding
8006672,Zotzenbach
8006672,Rimbach-Zotzenbach
8006673,Euskirchen Zuckerfabrik
8006674,Zülpich
8006676,Züttlingen
8006676,Möckmühl-Züttlin.
8006678,Zusenhofen
8006678,Oberkirch-Zusenhofen
8006679,Zuzenhausen
8006680,Zweibrücken Hbf
8006680,ZW
8006684,Zwiesel(Bay)
8006685,Zwieselau
8006686,Zwingenberg(Baden)
8006687,Zwingenberg(Bergstr)
8006688,Unterschleißheim
8006690,Frankfurt(M)Galluswarte
8006690,Galluswarte(Frankfurt/M.)
8006691,Frankfurt(M)Taunusanlage
8006692,Frankfurt(M)Hauptwache
8006696,München-Neuperlach Süd
8006698,Stuttgart Schwabstr.
8006699,Stuttgart Feuersee
8006700,Stuttgart Stadtmitte
8006704,Lübeck-Travem. Skandinavienkai
8006704,Travemünde Skand.kai
8006705,Hamburg Reeperbahn
8006706,Hamburg Königstraße
8006707,Hann Münden
8006707,Hannoversch Münden
8006709,Dorsten
8006710,Bochum-Hamme
8006711,Bochum West
8006712,Hagen-Wehringhausen
8006713,Leverkusen Mitte
8006713,LEV
8006714,Solingen Vogelpark
8006715,Schwarzenberg
8006715,Baiersbronn-Schwarze
8006717,Vachendorf
8006718,Wuppertal-Vohwinkel
8006719,Wuppertal-Oberbarmen
8006730,Neu-Ulm
8006730,NU
8006730,Ulm Neu
8006733,Gaggenau Mercedes-Benz Werk
8006741,Meersburg(Bodensee)
8006743,Stuttgart Neckarpark
8006743,Stuttgart Stadion
8006743,Stuttgart Neckarstadion
8006745,Straubing-Ost
8006749,Hamburg-Heimfeld
8006750,Hamburg Neuwiedenthal
8006820,Hagnau(Bodensee)
8006822,Immenstaad(Bodensee)
8006833,Unteruhldingen
8006924,Neuenburg(Baden)(Gr)
8007000,Busenbach
8007000,Waldbronn-Busenbach
8007001,Achern Stadt
8007002,Oberachern
8007002,Achern-Oberachern
8007003,Oberachern Bindfadenfabrik
8007004,Kappelrodeck
8007005,Furschenbach
