IBNR,Station Name
8003591,Laupheim Stadt
8003592,Laupheim West
8003593,Laurenburg(Lahn)
8003594,Lautenbach(Baden)
8003597,Lauterbourg(fr)
8003597,Berg(Pfalz)(Gr)
8003605,Riedstadt-Wolfskehlen
8003608,Legden
8003609,Legelshurst
8003609,Willstätt-Legelshu.
8003611,Lehmen
8003612,Lehnheim
8003612,Grünberg-Lehnheim
8003616,Leichlingen
8003617,Leiferde(b Gifhorn)
8003621,Leimstruth
8003622,Leinfelden
8003623,Leingarten
8003624,Leingarten West
8003627,Leipheim
8003628,Leitstade
8003630,Lembeck
8003630,Dorsten-Lembeck
8003632,Lemförde
8003633,Lemgo
8003633,LE
8003634,Lemgo-Lüttfeld
8003635,Lemmie
8003638,Lendringsen
8003638,Menden-Lendringsen
8003639,Lengenwang
8003640,Lengerich(Westf)
8003641,Otzberg Lengfeld
8003643,Lenggries
8003644,Lenglern
8003644,Bovenden-Lenglern
8003649,Lensahn
8003652,Leonberg
8003652,LEO
8003655,Leopoldstal
8003656,Leschede
8003656,Emsbüren-Leschede
8003657,Letmathe Dechenhöhle
8003657,Iserlohn-Letmathe D.
8003658,Lette(Kr Coesfeld)
8003658,Coesfeld-Lette
8003659,Letter
8003660,Leubsdorf(Rhein)
8003663,Leuterschach
8003663,Marktoberdorf-Leuter
8003665,Leutesdorf(Rhein)
8003668,Leverkusen-Küppersteg
8003669,Leverkusen-Schlebusch
8003671,Erftstadt
8003672,Leverkusen-Rheindorf
8003673,Lich(Oberhess)
8003674,Gießen Licher Str
8003676,Lichtenthal
8003677,Liebenau(Bz Kassel)
8003680,Limburg Süd
8003681,Lieblos
8003681,Gründau-Lieblos
8003684,"Limbach(b Homburg,Saar)"
8003684,Kirkel-Limbach
8003687,Limburgerhof
8003690,Lindach
8003690,Eberbach-Lindach
8003692,Lindau-Aeschach
8003696,Lindenholzhausen
8003696,Limburg-Lindenholzh.
8003697,Lindern
8003697,Geilenkirchen-Lindern
8003698,Altenstadt-Lindheim
8003698,Lindheim(Altenstadt)
8003699,Lindhorst(Schaumb-Lippe)
8003700,Lindwedel
8003701,Lingen(Ems)
8003701,LIN
8003702,Lingenfeld
8003705,Linsburg
8003705,Steimbke-Linsburg
8003708,Linz(Rhein)
8003711,Lispenhausen
8003711,Rotenburg-Lispenhausen
8003713,Lissendorf
8003715,Listerscheid
8003716,Kreuztal-Littfeld
8003720,Lochham
8003721,Löcherberg
8003721,Oppenau-Löcherberg
8003722,Lödingsen
8003722,Adelebsen-Lödingsen
8003723,Löf
8003724,Löffingen
8003726,Löhnberg
8003729,Lörrach Hbf
8003729,LÖ
8003730,Lörrach-Stetten
8003731,Lörzenbach-Fahrenbach
8003731,Fürth-Lörzenbach
8003732,Lövenich
8003732,Köln-Lövenich
8003733,Löwental
8003733,Friedrichshafen-Löwental
8003734,Lohgarten-Roth
8003735,Lohhof
8003736,Lörrach Dammstraße
8003737,Lörrach Museum/Burghof
8003738,Lohne(Oldb)
8003739,Lohnweiler
8003740,Lohr Bahnhof
8003743,Lörrach Schwarzwaldstraße
8003748,Lonsee
8003749,Loppenhausen
8003751,Lorch(Rhein)
8003752,Lorch(Württ)
8003753,Lorchhausen
8003754,Lorsbach
8003754,Hofheim-Lorsbach
8003755,Lorsch
8003758,Loßburg-Rodt
8003759,Ludwigshafen(Rhein) Mitte
8003759,LU Mitte
8003760,Loxstedt
8003762,Ludersheim
8003762,Altdorf-Ludersheim
8003763,Ludwigschorgast
8003764,Ludwigshafen(Bodensee)
8003765,Ludwigshafen-Mundenheim
8003766,Ludwigshafen-Oggersheim
8003767,Ludwigshafen-Rheingönheim
8003768,Ludwigshöhe
8003770,Ludwigsstadt
8003771,Ludwigsthal
8003771,Lindberg-Ludwigsthal
8003772,Lübbecke(Westf)
8003772,LK
8003773,Lübberstedt
8003774,Lübeck St Jürgen
8003776,Lübeck-Kücknitz
8003777,Lübeck-Travemünde Hafen
8003778,Lübeck-Travemünde Strand
8003780,Lüchtringen
8003780,Höxter-Lüchtringen
8003781,Lübeck Flughafen
8003781,LBC Lübeck Airport
8003782,Lüdenscheid
8003783,Lüdinghausen
8003783,LH
8003784,Lügde
8003785,Lübeck Hochschulstadtteil
8003786,Lübeck-Dänischburg IKEA
8003788,Lünern
8003790,Lütter
8003790,Eichenzell-Lütter
8003791,Lützel
8003791,Hilchenbach-Lützel
8003792,Weinheim-Lützelsachsen
8003794,Luhe
8003795,Luhe-Wildenau
8003796,Luisenthal(Saar)
8003798,Lunden
8003799,Lunestedt
8003800,Lutten
8003800,Goldenstedt(Oldb)-Lu
8003804,Lutum
8003804,Billerbeck-Lutum
8003807,Magstadt
8003808,Maichingen
8003809,Maikammer-Kirrweiler
8003810,Mainaschaff
8003813,Mainleus
8003814,Mainroth
8003815,Mainz Nord
8003816,Mainz Römisches Theater
8003816,Mainz Süd
8003817,Mainz-Gonsenheim
8003818,Mainz-Gustavsburg
8003819,Mainz-Laubenheim
8003820,Mainz-Marienborn
8003821,Mainz-Mombach
8003824,Maisach
8003828,Malching(Oberbay)
8003829,Bad Malente-Gremsmühlen
8003829,Malente-Gremsmühlen
8003829,Gremsmühlen-Malente
8003830,Mallersdorf
8003830,MAL
8003831,Malmsheim
8003831,Renningen-Malmsheim
8003832,Malsch
8003833,Malsch Süd
8003834,Maichingen Nord
8003836,Mandern
8003836,Bad Wildungen-Mander
8003839,Manndorf
8003839,Reckendorf-Manndorf
8003841,Mannheim ARENA/Maimarkt
8003841,Mannheim Rangierbahnhof
8003842,Mannheim-Friedrichsfeld Süd
8003843,Mannheim-Käfertal
8003844,Mannheim-Neckarau
8003845,Mannheim-Rheinau
8003847,Mannheim-Seckenheim
8003848,Mannheim-Waldhof
8003850,Friedrichshafen-Manzell
8003850,Manzell(Friedrichsh)
8003851,Marbach-Grafeneck
8003853,Marbach(Neckar)
8003854,Marbach West(Villingen-Schwenningen)
8003855,Marbeck-Heiden
8003856,Marburg Süd
8003857,Marbach Ost (Villingen-Schwenningen)
8003858,Margertshausen Bf
8003859,Maria Rain
8003860,Maria Veen
8003866,Marienhafe
8003871,Markdorf(Baden)
8003872,Markelfingen
8003872,Radolfzell-Markelfi.
8003873,Markelsheim
8003873,Bad Mergentheim-Mark
8003876,Markt Bibart
8003876,Bibart
8003877,Marktoberdorf Schule
8003878,Markt Erlbach
8003878,Erlbach Markt
8003879,Markt Schwaben
8003879,Schwaben
8003880,Markt Wald Bf
8003881,Marktbreit
8003883,Marktl
8003884,Marktleuthen
8003885,Marktoberdorf
8003885,MOD
8003887,Marktschorgast
8003888,Marl Mitte
8003890,Marl-Hamm
8003891,Marl-Sinsen
8003893,Marnheim
8003896,Marsberg
8003897,Marstetten-Aitrach
8003897,Aitrach-Marstetten
8003898,Martinlamitz
8003899,Martinstein
8003901,Martinszell(Allgäu)
8003901,Waltenhofen-Martinsz
8003903,Marxgrün
8003903,Naila-Marxgrün
8003905,Marzling
8003906,Maschen
8003909,Massen
8003910,Massing
8003911,Maximiliansau-Im Rüsten
8003911,Wörth(Rhein)-Max.R.
8003912,Matzing
8003913,Maubach
8003913,Backnang-Maubach
8003915,Mauer(b Heidelberg)
8003916,Dortmund-Körne West
8003918,Maulbronn Stadt/Kloster
8003918,Maulbronn Kloster Bf
8003920,Maulburg
8003921,Mausheim
8003922,Maxhütte-Haidhof
8003923,Maximiliansau Eisenbahnstraße
8003923,Wörth(Rhein)-Max.E
8003924,Mayen West
8003925,Unna West
8003926,Mayschoß
8003927,Mechernich
8003929,Meckelfeld
8003930,Meckenbeuren
8003931,Meckenheim(Bz Köln)
8003932,Meckesheim
8003936,Dortmund-Wickede West
8003937,Meckenheim Industriepark
8003938,Meeder
8003939,Lennestadt-Meggen
8003943,Mehrhoog
8003943,Hamminkeln-Mehrhoog
8003946,Dortmund West
8003947,Meine
8003949,Meinersen
8003950,Meinerzhagen
8003952,Meitingen
8003953,Melbach
8003953,Wölfersheim-Melbach
8003954,Meldorf
8003954,MED
8003956,Melle
8003956,MEL
8003957,Mellendorf
8003959,Mellrichstadt Bf
8003959,MET
8003960,Melsdorf
8003961,Melsungen
8003961,MEG
8003965,Menden(Sauerland)Süd
8003966,Menden(Rheinl)
8003966,St Augustin-Menden
8003967,Menden(Sauerland)
8003969,Mengen
8003970,Mengeringhausen
8003970,Bad Arolsen-Mengerin
8003971,Melsungen Bartenwetzerbrücke
8003978,Meppen
8003978,MEP
8003979,Merching
8003980,Merchweiler
8003982,Mering
8003986,Mersch(Westf)
8003987,Merten(Sieg)
8003987,Eitorf-Merten(Sieg)
8003988,Mertesheim
8003989,Mertingen Bahnhof
8003990,Merzenich
8003991,Merzig(Saar) Stadtmitte
8003992,Merzig(Saar)
8003992,MZG
8003993,Meschede
8003993,MES
8003996,Messel
8003998,Messinghausen
8004000,Rheine-Mesum
8004001,Metelen Land
8004003,Mettenheim
8004004,Mettlach
8004005,Mettmann Stadtwald
8004005,ME
8004007,Mettmann Zentrum
8004007,Mettmann West
8004008,Mering-St Afra
8004009,Metzingen(Württ)
8004011,Michelau(Oberfr)
8004013,Michelaubrück
8004017,Michelstadt
8004019,Miesbach
8004019,MB
8004020,Miesenheim
8004020,Andernach-Miesenheim
8004023,Millingen(b Rheinb)
8004023,Rheinberg-Millingen
8004024,Millingen(b Rees)
8004024,Rees-Millingen
8004026,Miltach
8004028,Mimberg
8004029,Salem
8004030,Mindelaltheim
8004032,Bad Schönborn-Kronau
8004032,Schönborn-Kronau B
8004032,Kronau-Bad Schönb.
8004037,Mittel Gründau
8004038,Mittelneufnach Bf
8004040,Mittelsinn
8004043,Mittenwald
8004044,Mittenwald(Gr)
8004046,Mittergars
8004048,Hamburg Mittlerer Landweg
8004049,Mochenwangen
8004049,Wolpertswende-Moch.
8004050,Möckmühl
8004053,Mögglingen(Gmünd)
8004057,Mölln(Lauenb)
8004060,Espenau-Mönchehof
8004061,Mönchengladbach-Genhausen
8004063,Mönchengladbach-Rheindahlen
8004064,Mönchröden
8004065,Mörfelden
8004066,Mörlenbach
8004067,Möhringen Rathaus
8004068,Möhringen Bahnhof
8004068,Tuttlingen-Möhringen
8004070,Mössingen
8004071,Möttingen
8004077,Monbach-Neuhausen
8004077,Bad Liebenzell-Monba
8004078,Monreal
8004080,Monzingen
8004084,Moosburg
8004090,Morlesau
8004093,Morsum
8004093,Sylt-Ost-Morsum
8004094,Mosbach(Baden)
8004094,MOS
8004095,Mosbach West
8004096,Moselkern
8004099,Mudersbach
8004100,Mücke(Hess)
8004101,Müden(Mosel)
8004103,Mühlacker Rößlesweg
8004104,Mühlen(b Horb)
8004104,Horb-Mühlen
8004105,Mühlen(Oldb)
8004105,Steinfeld-Mühlen
8004107,Mühlhausen(b Engen)
8004111,Mühlheim(b Tuttlingen)
8004112,Mühlheim(Main)
8004115,Mühlstetten
8004122,Mülheim(Ruhr)West
8004124,Müllheim(Baden)
8004124,MÜL
8004125,Höchst Mümling-Grumbach
8004126,Münchberg
8004126,MÜB
8004127,Münchehof(Harz)
8004128,München Donnersbergerbrücke
8004129,München Hackerbrücke
8004130,München Harras
8004131,München Isartor
8004132,München Karlsplatz
8004133,München Leienfelsstr.
8004134,München Leuchtenbergring
8004135,München Marienplatz
8004136,München Rosenheimer Platz
8004137,München Siemenswerke
8004138,München St.Martin-Str.
8004139,München-Untermenzing
8004140,München-Allach
8004141,München-Aubing
8004142,München-Berg am Laim
8004143,München-Daglfing
8004144,München-Englschalking
8004144,Englschalking-Münch.
8004145,München-Fasanerie
8004146,München-Fasangarten
8004146,Fasangarten
8004147,München-Feldmoching
8004148,München-Giesing
8004149,München-Johanneskirchen
8004150,München-Karlsfeld
8004151,München-Laim
8004152,München-Langwied
8004153,München-Lochhausen
8004154,München-Mittersendling
8004155,München-Moosach
8004156,München-Neuaubing
8004157,München-Obermenzing
8004158,München-Pasing
8004158,MPAS
8004159,München-Perlach
8004160,München-Riem
8004161,München-Solln
8004162,München-Trudering
8004163,München-Westkreuz
8004164,Münchhausen
8004165,Münchsmünster
8004166,Münchweiler(Rodalb)
8004167,München Flughafen Besucherpark
8004167,München Flughafen B
8004167,Munich Aeroport visi
8004168,München Flughafen Terminal
8004168,Munich Airport T
8004168,München Flughafen
8004168,MUC München Airport
8004169,Münnerstadt
8004171,Münster(b Dieburg)
8004172,Münster-Sarmsheim
8004173,Münster(W)Zentrum Nord
8004174,Mürlenbach
8004177,Müssen
8004178,Muggensturm
8004179,München Hirschgarten
8004181,München-Freiham
8004182,Munderkingen
8004183,Munster(Örtze)
8004184,Murg(Baden)
8004185,Murnau
8004186,Murnau Ort
8004188,Murrhardt
8004189,Mußbach
8004190,Münster-Roxel
8004191,Nabburg
8004191,NAB
8004192,Muggensturm Badesee
8004193,Nackenheim
8004195,Nagold-Steinberg
8004196,Nagold
8004198,Naila
8004198,NAI
8004199,Namborn
8004200,Namedy
8004200,Andernach-Namedy
8004201,Nagold Stadtmitte
8004202,Nagold-Iselshausen
8004204,Mammendorf
8004204,"Nannhofen,Mammendorf"
8004206,Nassau(Lahn)
8004207,Nassenbeuren
8004207,Mindelheim-Nassenbe.
8004208,Natrup-Hagen
8004210,Nauheim(b Gr.Gerau)
8004213,Neanderthal
8004213,Mettmann-Neanderthal
8004215,Neckarburken
8004215,Elztal-Neckarburken
8004216,Neckargerach
8004217,Neckargemünd Altstadt
8004218,Neckarhausen bei Neckarsteinach
8004218,Neckarsteinach-Neck.
8004219,Neckarsteinach
8004220,Neckarsulm
8004222,Neckarzimmern
8004223,Neef
8004226,Neckarsulm Süd
8004227,Neetzendorf
8004228,Neheim-Hüsten
8004228,Arnsberg-Neheim-Hüs
8004229,Nehren
8004230,Dortmund-Dorstfeld Süd
8004232,Neckarsulm Mitte
8004233,Nellmersbach
8004233,Leutenbach-Nellmersb
8004234,Nemmenich
8004235,Nendingen(b Tuttlingen)
8004235,Tuttlingen-Nendingen
8004236,Nennig
8004238,Neckarsulm Nord
8004239,Nersingen
8004240,Nesselwang
8004241,Hamburg-Nettelnburg
8004242,Nettersheim
8004246,Neu Isenburg
8004246,Isenburg Neu
8004247,Neu Wulmstorf
8004247,Wulmstorf Neu
8004249,Neugilching
8004250,Neubäu
8004251,Neubeckum
8004251,Beckum-Neubeckum
8004252,Neubiberg
8004253,Neubrücke(Nahe)
8004253,Hoppstädten-W.-Neub
8004253,Birkenfeld(Nahe) FH
8004254,Neuburg(Donau)
8004256,Neuburg(Kammel)
8004257,Neuburg(Rhein)
8004258,Neudenau
8004260,Neudorf-Platendorf
8004264,Neuenbürg(Enz) Süd
8004265,Neuenbürg(Enz)
8004266,Hamburg-Hammerbrook
8004267,Hamburg-Harburg Rathaus
8004268,Neuendettelsau
8004269,Dortmund-Kley
8004271,Neuenkirchen(Oldb)
8004273,Neuenrade
8004276,Neuenstein
8004279,Neufahrn(b Freising)
8004280,Rottweil Neufra
8004284,Neuhaus(Pegnitz)
8004288,Dortmund-Oespel
8004289,Neuhausen Bad Bf
8004295,Neuhof(Kr Fulda)
8004297,Haunetal-Neukirchen
8004297,Neukirchen(Kr Hünf)
8004298,Neukirchen(Inn)
8004298,Neuburg-Neukirchen
8004302,Neukloster(Kr Stade)
8004304,Neulußheim
8004305,Neumarkt(Oberpf)
8004305,NM
8004306,Neustadt(Weinstr) Süd
8004308,Neunkirch
8004310,Neunkirchen a Sand
8004312,Neunkirchen(Saar)-Wellesweiler
8004313,Neunkirchen(Kr Siegen)
8004315,Neuötting
8004316,Neuss Rheinparkcenter
8004317,Neuss Süd
8004318,Neusäß
8004319,Neuses(b Kronach)
8004319,Kronach-Neuses
8004320,Neuss Am Kaiser
8004321,Neusorg
8004322,Neustadt am Rübenberge
8004322,NRÜ
8004323,Neustadt(Aisch)Bahnhof
8004323,NEA
8004325,Neustadt(b Coburg)
8004325,NEC
8004326,Neustadt(Donau)
8004327,Neustadt(Holst)
8004328,Neustadt(Kr Marburg)
8004331,Neustadt(Schwarzw)
8004331,Titisee-Neustadt Neustadt
8004332,Neustadt(Waldnaab)
8004332,NEW
8004333,Neustadt-Hohenacker
8004333,Waiblingen-Neust.-H.
8004335,Neuss Allerheiligen
8004336,Neustadt(Aisch)Mitte
8004338,Neuwirtshaus(Porscheplatz)
8004338,Stuttgart Neuwirtsh.
8004340,Velbert-Neviges
8004343,Niebüll
8004344,Niedaltdorf
8004344,Rehlingen-S.-Niedal.
8004345,Nieder Flörsheim-Dalsheim
8004345,Flörsheim-D. Nieder
8004348,Nieder Ohmen
8004348,Mücke-Nieder Ohmen
8004348,Ohmen Nieder
8004349,Nieder Olm
8004349,Olm Nieder
8004350,Mühltal
8004350,Nieder Ramstadt-Tr.
8004350,Traisa-Nieder Ramst.
8004351,Rodgau-Nieder Roden
8004351,Roden Nieder
8004352,Saulheim
8004353,Nieder Wöllstadt
8004353,Wöllstadt Nieder
8004357,Stuttgart Nürnberger Str.
8004363,Niederbiegen
8004363,Baienfurt-Niederbiegen
8004364,Niederbrechen
8004364,Brechen-Niederbrech.
8004366,Niederdollendorf
8004366,Königswinter-Nieder
8004367,Niederdorfelden
8004369,Niederdresselndorf
8004373,Niedererbach
8004373,Obererbach-Niedererb
8004376,Niederhadamar
8004376,Hadamar-Niederhadam.
8004379,Niederheimbach
8004380,Niederhöchstadt
8004380,Eschborn-Niederhöc.
8004381,Niederhövels
8004382,Niederjosbach
8004391,Niederlindhart
8004391,Mallersdorf-Pf.-Nied
8004392,Niederlinxweiler
8004393,Mendig
8004393,Niedermendig-
8004395,Niedermittlau
8004395,Hasselroth-Niedermi.
8004396,Niedermohr
8004400,Niedernhausen(Taunus)
8004401,Niederraunau
8004401,Krumbach-Niederraun.
8004402,Rodenbach(b Hanau)
8004404,Niederroth
8004405,Niederscheld(Dillkr)Süd
8004406,Niederschelden
8004406,Siegen-Niederscheld.
8004409,Niederselters
8004409,Selters-Niederselt.
8004412,Niederstetten
8004413,Niederstotzingen
8004415,Vellmar-Niedervellmar
8004415,Niedervellmar
8004417,Niederwalgern
8004417,Weimar-Niederwalgern
8004418,Niederwalluf
8004418,Walluf-Niederwalluf
8004419,Dortmund Universität
8004420,Niederweimar
8004420,Weimar-Niederweimar
8004423,Niederwinden
8004423,Winden-Niederwinden
8004424,Niederzeuzheim
8004424,Hadamar-Niederzeuzh.
8004425,Niefern
8004426,Münster-Häger
8004426,Nienberge-Häger
8004429,Frankfurt(M)Konstablerwache
8004430,Velbert-Nierenhof
8004432,Nierstein
8004433,Nieukerk
8004433,Kerken-Nieukerk
8004434,Nievenheim
8004434,Dormagen-Nievenheim
8004435,Nievern
8004437,Niklashausen
8004437,Werbach-Niklashausen
8004438,Nittel
8004440,Hagen-Westerbauer
8004441,Nörten-Hardenberg
8004442,Nürnberg-Dürrenhof
8004444,Nohen
8004446,Nonnenhorn
8004448,Nordbögge
8004449,Norddeich
8004449,Norden-Norddeich
8004451,Nordendorf
8004452,Nordenham
8004453,Oberwerrn
8004455,Nordhalben Bf
8004456,Nordhastedt
8004458,Nordheim(Württ)
8004460,Nordholz
8004461,Nordwalde
8004462,Norf
8004462,Neuss-Norf
8004463,Norheim
8004464,Norsingen
8004466,Nortorf
8004469,Nürnberg Nordost
8004470,Nürnberg Ostring
8004471,Nürnberg Ost
8004473,Nürnberg Rothenburger Str.
8004474,Bochum-Langendreer West
8004476,Nürnberg-Dutzendteich
8004477,Nürnberg-Eibach
8004478,Nürnberg-Erlenstegen
8004480,Nürnberg-Laufamholz
8004481,Nürnberg-Mögeldorf
8004483,Nürnberg-Reichelsdorf
8004484,Nürnberg-Sandreuth
8004485,Nürnberg-Schweinau
8004486,Nürnberg-Stein
8004487,Nürnberg-Steinbühl
8004488,Nürtingen
8004488,NT
8004489,Neustadt-Böbig
8004490,Nufringen
8004491,Nürnberg-Rehhof
8004493,Nürnberg Frankenstadion
8004493,Nuremberg Franken-Stadium
8004496,Oberaichen
8004496,Leinfelden Oberaich.
8004497,Ober Ramstadt
8004497,Ramstadt Ober
8004499,Ober Widdersheim
8004499,Nidda-Ober Widdersh.
8004499,Widdersheim Ober
8004503,Oberammergau
8004504,Oberasbach
8004506,Oberau
8004507,Oberaudorf
8004513,Oberbettingen-Hillesheim
8004514,Oberbillig
8004515,Oberbimbach
8004515,Gr.lüder-Oberbimba.
8004517,Oberboihingen
8004518,Oberbrechen
8004518,Brechen-Oberbrechen
8004519,Heinsberg-Oberbruch
8004521,Oberdachstetten
8004523,Schöneck-Oberdorfelden
8004523,Oberdorfelden(Schö.)
8004525,Oberelchingen
8004526,Oberelsungen
8004527,Obererbach
8004528,Oberesslingen
8004528,Esslingen Oberessli.
8004529,Oberferrieden
8004531,Obergries
8004532,Obergriesbach
8004533,Oberhaid
8004538,Dreikirchen
8004538,Oberhausen(Westerw)
8004540,Oberhausen-Holten
8004541,Oberhausen-Osterfeld Süd
8004542,Oberhausen-Sterkrade
8004545,Oberkirch
8004546,Oberkirch-Köhlersiedlung
8004549,Oberkochen
8004550,Oberlahnstein
8004550,Lahnstein Ober
8004552,Lauchringen
8004553,Oberlenningen
8004553,Lenningen-Oberlenni.
8004554,Oberlindhart
8004554,Mallersdorf-Pf.-Obe.
8004555,Oberlinxweiler
8004557,Obermohr
8004558,Obernau
8004558,Aschaffenburg-Obernau
8004560,Obernburg-Elsenfeld
8004563,Oberndorf(Neckar)
8004564,Oberndorf(Wittgenstein)
8004564,Bad Laasphe-Oberndorf
8004566,Oberneufnach Bf
8004567,Obernhof(Lahn)
8004571,Oberottmarshausen
8004577,Oberschefflenz
8004577,Schefflenz-O.scheff.
8004580,Oberschleißheim
8004583,Obersinn
8004584,Oberstaufen
8004585,Oberstdorf
8004589,Wildeck-Obersuhl
8004592,Obertraubling
8004593,Obertshausen(Kr Of)
8004594,Obertsrot
8004594,Gernsbach-Obertsrot
8004595,Uhldingen-Mühlhofen
8004596,Oberursel(Taunus)
8004597,Vellmar-Obervellmar
8004601,Oberwesel
8004603,Oberwinden
8004603,Winden-Oberwinden
8004604,Oberwinter
8004604,Remagen-Oberwinter
8004605,Oberzell
8004605,Ravensburg-Oberzell
8004609,Ochenbruck
8004610,Westerstede-Ocholt
8004610,Ocholt
8004613,Ochtrup
8004614,Ockenheim
8004616,Swisttal-Odendorf
8004620,Öhringen-Cappel
8004623,Öhringen Hbf
8004623,ÖHR
8004624,Öhringen West
8004626,Oelde
8004627,Kloster Oesede
8004627,Oesede Kloster
8004628,Oesede
8004629,Oerlenbach
8004630,Oerlinghausen
8004630,Leopoldshöhe-Oerlin
8004632,Ölbronn-Dürrn
8004633,Rödental
8004634,Röddenau
8004635,Oestrich-Winkel
8004636,Ötigheim
8004637,Ötisheim
8004639,Offenburg Kreisschulzentrum
8004640,Offenbach-Waldhof
8004642,Oeventrop
8004642,Arnsberg-Oeventrop
8004643,Offenau
8004645,Offenbach(Main)Ost
8004647,Offenbach-Bieber
8004652,Offensen(Kr North)
8004652,Uslar-Offensen
8004653,Dreieich-Offenthal
8004654,Offingen
8004658,Oftersheim
8004661,Hamburg-Ohlsdorf
8004662,Ohlstadt
8004664,Okarben
8004664,Karben-Okarben
8004665,Oker
8004665,Goslar-Oker
8004667,Olching
8004668,Oldenbüttel
8004669,Oldenburg(Holst)
8004669,OH
8004670,Oldenburg-Wechloy
8004674,Olpe
8004674,OE
8004676,Olsberg
8004677,Olsbrücken
8004679,Oppenau
8004680,Oppenheim
8004681,Oppenweiler(Württ)
8004683,Orschweier
8004683,Mahlberg-Orschweier
8004689,Osnabrück Altstadt
8004690,Osnabrück-Sutthausen
8004694,Meerbusch-Osterath
8004700,Osterhofen(Nby)
8004701,Osterhofen(Oberbay)
8004702,Osterholz-Scharmbeck
8004702,OHZ
8004703,Ostermünchen
8004703,Tuntenhausen-Osterm.
8004704,Osterode am Harz Mitte
8004704,OHA
8004704,Osterode(Harz)
8004705,Osterode am Harz Leege
8004705,Osterode(Harz)Süd
8004706,Osterspai
8004707,Osterstedt
8004709,Osterwald
8004711,Ostheim v Rhön
8004712,Ostheim(b Butzbach)
8004713,Ostheim(Kr Hanau)
8004713,Nidderau-Ostheim
8004714,Osthofen
8004719,Hamburg-Othmarschen
8004720,Ottbergen
8004720,Höxter-Ottbergen
8004722,Ottenau
8004723,Ottenhofen(Oberbay)
8004724,Ottenhofen-Bergel
8004725,Ottensoos
8004726,Otterfing
8004727,Otterndorf
8004727,OTT
8004728,Ottersberg(Han)
8004730,Otting
8004731,Otting-Weilheim
8004731,Monheim-Otting-Weil.
8004733,Ottobrunn
8004735,Otze
8004739,Overath
8004740,Owen(Teck)
8004741,Owschlag
8004742,Oy-Mittelberg
8004744,Paderborn Kasseler Tor
8004745,Paderborn Nord
8004746,Paffendorf
8004747,Paindorf
8004747,Reichertshausen-Pain
8004748,Palzem
8004749,Pankofen
8004750,Pansdorf
8004751,Papenburg(Ems)
8004753,Pappenheim
8004755,Parsberg
8004756,Partenstein
8004758,Pechbrunn
8004759,Pegnitz
8004759,PEG
8004760,Peine
8004760,PE
8004761,Peiß
8004762,Peißenberg
8004762,Polling-Peißenberg
8004763,Peißenberg Nord
8004764,Peiting Nord
8004765,Peiting Ost
8004767,Penzberg
8004770,Perkam
8004771,Perl
8004774,Petersaurach
8004775,Petershausen(Obb)
8004777,Petershagen-Lahde
8004777,Lahde-Petershagen
8004778,Pfäffingen
8004778,Ammerbuch-Pfäffinge
8004780,Pfaffenhausen
8004781,Pfaffenhofen(Ilm)
8004781,PAF
8004784,Pfalzel
8004786,Pfarrkirchen
8004786,PAN
8004788,Pfeddersheim
8004788,Worms-Pfeddersheim
8004796,Pflaumloch
8004796,Riesbürg-Pflaumloch
8004797,Petersaurach Nord
8004799,Brötzingen Mitte
8004799,Pforzheim-Brötz. Mi.
8004801,Pforzheim-Weißenstein
8004803,Pfreimd
8004804,Pforzheim Maihälden
8004806,Pfronten-Ried
8004807,Pfronten-Steinach
8004809,Pfronten-Weißbach
8004813,Philippsburg(Baden)
8004814,Philippsheim
8004815,Piding
8004816,Pfungstadt
8004819,Pinneberg
8004819,PI
8004820,Pinzberg
8004822,Pirmasens Hbf
8004822,PS
8004826,Plaidt
8004827,Planegg
8004835,Pleinfeld
