clear_station_name,lat,long
burgkunstadt,50.14262,11.25001
dresden-friedrichstadt,51.05936,13.7111
weinböhla hp,51.162,13.56697
niederau,51.17347,13.53983
priestewitz,51.25374,13.50847
großenhain cottb bf,51.29433,13.53587
zabeltitz,51.35395,13.50026
frauenhain,51.00585,12.1317
prösen ost,51.42962,13.49348
gültstein,48.57464,8.87786
altingen(württ),48.55652,8.90221
entringen,48.55412,8.96575
pfäffingen,48.53188,8.95986
unterjesingen mitte,48.52657,8.97868
unterjesingen sandäcker,48.52406,8.98905
tübingen west,50.70212,11.31941
tübingen hbf,48.52035,9.04913
bönen-nordbögge,51.61075,7.74402
kamen,51.5946,7.66292
kamen-methler,51.58281,7.6116
dortmund-kurl,51.55291,7.58984
dortmund hbf,51.51661,7.45829
bochum west,51.4821,7.21164
bochum-hamme,51.49036,7.20334
bochum-riemke,51.51157,7.21046
euskirchen-großbüllesheim,50.68321,6.8207
riedstadt-wolfskehlen,49.85311,8.49766
groß gerau-dornheim,49.87795,8.48178
bressoux,50.64271,5.60238
vise,50.73781,5.69526
eijsden,50.77832,5.71186
maastricht randwyck,50.8378,5.70874
maastricht,50.84981,5.68829
meerssen,50.88502,5.75321
valkenburg(nl),50.86147,5.83375
heerlen,50.88578,5.98061
landgraaf,50.90678,6.02497
eygelshoven markt,50.89412,6.05965
hamburg-allermöhe,53.50022,10.1081
hamburg mittlerer landweg,53.49132,10.12347
hamburg billwerder-moorfleet,53.51652,10.09661
hamburg-tiefstack,53.53037,10.06486
obernburg-elsenfeld,49.84571,9.16097
erlenbach(main),49.80462,9.15972
klingenberg(main),49.7817,9.18121
miltenberg,49.70244,9.25681
freudenberg-kirschfurt,49.74352,9.31852
collenberg,49.77149,9.32091
dorfprozelten,49.78099,9.37196
stadtprozelten,49.78522,9.41247
faulbach(main),49.7841,9.44091
hasloch(main),49.79213,9.49168
wertheim-bestenheid,49.78175,9.50278
wertheim,49.75867,9.51735
reicholzheim,49.72665,9.53395
kloster bronnbach,49.71513,9.54333
gamburg(tauber),49.69383,9.59994
niklashausen,49.70453,9.61749
hochhausen(tauber),,
tauberbischofsheim,49.62363,9.66542
bad liebenwerda,51.51543,13.3959
elsterwerda-biehla,51.47315,13.51242
plessa,51.46399,13.62015
lauchhammer,51.49407,13.75925
ruhland,51.45649,13.86421
leipzig-lindenau,51.33331,12.33193
ingolstadt nord,48.78752,11.41452
kruft,50.38306,7.33436
mendig,50.37255,7.28143
thür,50.35667,7.27639
kottenheim,50.35025,7.25658
gießen licher str,50.58063,8.69516
großen buseck,50.60903,8.78866
reiskirchen(kr gi),50.59529,8.83245
helmstadt(baden),49.32597,8.97494
neckarbischofsheim nord,49.29275,8.96103
waibstadt,49.30003,8.91977
neidenstein,49.31642,8.88486
eschelbronn,49.32022,8.86825
berlin-hohenschönhausen,52.53481,13.46872
stollberg schlachthofstraße,50.71285,12.78055
niederwürschnitz,50.7211,12.75507
neuoelsnitz,50.7244,12.7057
mitteloelsnitz,50.72362,12.70428
oelsnitz bahnhofstraße,50.72979,12.69666
oelsnitz(erzgeb),50.7244,12.7057
hohndorf mitte,50.72373,13.08695
rödlitz-hohndorf,50.73825,12.68267
lichtenstein hartensteiner straße,50.75548,12.63284
lichtenstein(sachs),50.75655,12.63239
lichtenstein ernst-schneller-siedlung,50.76478,12.62244
lichtenstein gewerbegebiet,48.43368,9.25545
neckarburken,49.37669,9.16523
dallau,10.8147,11.31615
"auerbach(b mosbach, baden)",49.39955,9.22511
oberschefflenz,49.41624,9.28245
eicholzheim,49.72665,9.53395
osnabrück-sutthausen,52.23559,8.0255
oesede,,
kloster oesede,52.20427,8.11238
wellendorf,52.18499,8.13858
hilter,52.13922,8.14592
dissen-bad rothenfelde,52.11212,8.18441
westbarthausen,52.0914,8.21276
borgholzhausen,52.1048,8.30219
hesseln,52.07246,8.31701
halle(westf) owl-arena,51.4822,11.97494
halle(westf),46.86927,-96.85138
künsebeck,52.04027,8.38136
steinhagen(westf),52.02805,8.40866
steinhagen(westf) bielef. str.,52.02805,8.40866
quelle,52.00669,8.47701
quelle-kupferheide,52.00669,8.47701
kempten(allgäu)ost,47.72425,10.31516
dietmannsried,47.80883,10.2903
bad grönenbach,47.87497,10.22125
leubsdorf(rhein),50.45026,7.38446
erpel(rhein),50.58201,7.23705
sinzheim,48.76405,8.16563
sinzheim nord,48.76405,8.16563
baden-baden haueneberstein,48.80626,8.22195
erfurt-gispersleben,51.02287,10.99312
kühnhausen,47.93401,12.80512
elxleben,51.0484,10.9469
dachwig,51.07521,10.85439
döllstädt,51.08249,10.81698
gräfentonna,51.088,10.72793
schönstedt,51.12131,10.5832
großengottern,51.15017,10.56069
seebach(mühlhausen),51.16466,10.51412
augsburg-oberhausen,48.39275,10.88085
mertingen bahnhof,48.65919,10.82548
donauwörth,48.71817,10.78042
treuchtlingen,48.95532,10.90853
mühlstetten,49.1524,11.01047
unterheckenhofen,49.21432,11.05865
ebringen,47.95758,7.77981
essen-kray süd,51.4639,7.07953
worms-pfeddersheim,49.63614,8.27339
lauchringen west,47.63288,8.30748
ettenhausen,47.32265,8.82432
oberrohn,50.84503,10.2122
bad salzungen,50.81188,10.23195
immelborn,50.79229,10.27835
breitungen(werra),50.76124,10.33219
ludwigsthal,49.3307,7.22235
zwiesel(bay),49.01472,13.23321
bettmannsäge,48.99691,13.18668
regen,48.96852,13.12851
triefenried,48.96576,13.06136
gotteszell,48.96373,12.96524
grafling-arzting,48.88948,12.97489
willebadessen,51.6257,9.03249
leuthen(cottbus),51.76101,14.33123
oberlahnstein,50.30067,7.60768
nünchritz,51.30197,13.38194
glaubitz(riesa),51.32484,13.3805
dahlen(sachs),51.36607,12.99665
kühren,54.20079,10.26035
ispringen,48.91755,8.66536
lindhorst(schaumb-lippe),52.36175,9.28458
stadthagen,52.32375,9.20177
kirchhorsten,52.30354,9.13381
stuttgart stadtmitte,48.77792,9.17538
niederdorfelden,50.1949,8.80486
schöneck-oberdorfelden,50.19723,8.82354
schöneck-kilianstädten,50.20066,8.8551
schöneck-büdesheim,50.21787,8.83433
nidderau-windecken,50.22141,8.87972
leipzig karlsruher str,51.31576,12.2819
leipzig allee-center,51.3206,12.28944
leipzig grünauer allee,51.32422,12.30336
leipzig-leutzsch,51.34958,12.31607
leipzig coppiplatz,51.3675,12.36675
dollern,53.53916,9.55046
neukloster(kr stade),53.48155,9.63805
immendingen mitte,47.93839,8.73508
möhringen rathaus,47.95758,8.7647
tuttlingen gänsäcker,47.96024,8.78297
taufkirchen,48.04634,11.61633
otterndorf,53.80785,8.90159
cadenberge,53.77257,9.05634
wingst,53.72525,9.09301
hemmoor,53.68973,9.16476
hechthausen,53.64114,9.23795
himmelpforten,53.61377,9.30624
hammah,53.62058,9.36456
stade,53.60218,9.47838
rosenheim aicherpark,47.85156,12.08876
mühlheim(main)-dietesheim,50.11744,8.85
mühlheim(main),51.43414,6.8593
offenbach(main)ost,50.06873,8.75641
frankfurt(m)mühlberg,50.10056,8.69965
frankfurt(m)konstablerwache,50.11418,8.68702
frankfurt(m)hauptwache,50.11199,8.67977
frankfurt(m)taunusanlage,50.11423,8.66988
furth(b deisenhofen),48.01846,11.58987
unterhaching,48.0662,11.60907
fasanenpark,52.55634,13.89208
berlin friedrichstraße,52.5043,13.39091
frankfurt(oder)-rosengarten,52.34029,14.47251
pillgram,52.33037,14.395
jacobsdorf(mark),52.33913,14.3544
briesen(mark),52.34627,14.27939
berkenbrück,52.3531,14.14159
essen-altenessen,51.48251,7.00944
leipzig-plagwitz,51.32745,12.33569
neuhausen(cottbus),51.73254,14.3268
bagenz,51.64734,14.431
spremberg,51.56904,14.37346
schleife,51.54507,14.53907
rietschen,51.39711,14.78677
hähnichen,51.36398,14.86339
uhsmannsdorf,51.33068,14.90211
kodersdorf,51.24352,14.8888
hamburg-hammerbrook,53.54623,10.02416
kanzem,49.66679,6.57586
wiltingen(saar),49.65808,6.58864
schoden-ockfen,59.05725,12.97244
serrig,49.57552,6.57331
taben,53.4277,8.85346
saarhölzbach,49.51075,6.611
mettlach,49.49257,6.59007
besseringen,49.47506,6.60602
merzig(saar) stadtmitte,51.22302,6.77984
fremersdorf,49.4076,6.64586
beckingen(saar),49.39425,6.70072
ensdorf(saar),49.3074,6.7782
bous(saar),49.27537,6.79542
essen-dellwig,51.4898,6.93353
essen-bergeborbeck,51.48048,6.96165
essen-zollverein nord,51.49326,7.04804
erpolzheim,49.48941,8.22635
bad dürkheim-trift,49.46395,8.18547
bad dürkheim,49.46238,8.17239
wachenheim(pfalz),49.43931,8.18094
deidesheim,49.40872,8.18694
mußbach,49.37,8.17008
bremen turnerstraße,53.19444,8.54573
bremen kreinsloger,53.19514,8.56933
bremen mühlenstraße,53.18835,8.57195
bremen-blumenthal,53.18589,8.57833
klinikum bremen-nord/beckedorf,53.18477,8.59561
bremen-aumund,53.17686,8.60372
berlin jungfernheide,52.53068,13.30033
plaue(thür),50.77559,10.89492
arnstadt hbf,50.8355,10.94879
neudietendorf,50.91217,10.91388
mellrichstadt bf,50.42798,10.30235
jüchen,51.10221,6.50209
rheydt-odenkirchen,51.15707,6.44796
brokstedt,53.99067,9.82137
mammendorf,48.20542,11.15515
haspelmoor,48.22376,11.09826
althegnenberg,48.2345,11.0631
mering,48.26744,10.98666
mering-st afra,48.28055,10.97317
kissing,48.29749,10.98919
augsburg-hochzoll,48.35194,10.94462
augsburg haunstetterstraße,48.32097,10.90889
augsburg hbf,48.37034,10.89788
gersthofen,48.4245,10.87901
herbertshofen,48.52632,10.85344
westendorf,47.43234,12.21512
karlsruhe west,49.01096,8.40848
karlsruhe-knielingen,49.03041,8.34436
wörth(rhein) mozartstraße,49.05361,8.25026
steinweiler,49.12232,8.13975
rohrbach(pfalz),49.13748,8.12672
insheim,49.15751,8.15002
marbeck-heiden,51.23358,8.86293
rhade,53.32814,9.11649
deuten,51.7072,6.9685
hervest-dorsten,51.67055,6.99732
gladbeck-zweckel,51.59049,6.97993
oberbettingen-hillesheim,50.28313,6.63858
stuttgart-untertürkheim,48.78072,9.25039
langenwang(schwab),47.56794,15.6197
altstädten(allgäu),47.4887,10.2836
paulinenaue,52.67688,12.70995
friesack(mark),52.74173,12.58091
breddin,52.88517,12.22296
glöwen,52.91809,12.08563
bad wilsnack,52.95557,11.94467
karstädt,53.1599,11.7474
grabow(meckl),53.27993,11.56263
lüblow(meckl),53.41697,11.45543
rastow,53.45719,11.42994
sülstorf,53.50896,11.37246
lübstorf,53.72319,11.41723
domsühl,53.48742,11.7725
friedrichsruhe(meck),53.52753,11.74864
ruthenbeck,53.53259,11.70807
crivitz,53.57549,11.64972
sukow(b schwerin),53.5547,11.55873
plate(meckl),53.551,11.50003
schwerin-wüstmark,53.58426,11.39781
schwerin-görries,53.60819,11.38937
wallhausen(helme),51.4605,11.2078
bennungen,51.46167,11.11763
roßla,51.46266,11.07526
berga-kelbra,51.43131,11.03212
görsbach,51.46317,10.93544
heringen(helme),51.44596,10.88393
werther,51.48429,10.74088
wolkramshausen,51.42687,10.7393
nohra(wipper),25.17711,75.92038
wipperdorf,51.45604,10.64217
gebra(hainleite),,
sollstedt,51.41423,10.54017
bernterode,51.3985,10.47469
gernrode-niederorschel,51.38312,10.38308
hausen(eichsfeld),51.38113,10.38025
ulm hbf,48.39719,9.98759
rieseby,54.54221,9.81896
krimmeri-meinau,45.79106,8.53792
weiler(rems),48.79836,9.50384
albrechtshof,54.00425,10.36402
rostock-marienehe,54.11377,12.08013
heilbronn harmonie/hafenmarktpassage,49.14236,9.22215
börnecke(harz),51.82027,11.03001
langenstein,48.25179,14.47864
halberstadt-spiegelsberge,51.87393,11.04395
halberstadt oststr,51.88464,11.06428
kreuztal,50.95964,7.9897
radeberg,51.11893,13.92092
berlin-oberspree,52.44584,13.56365
kunersdorf,51.77265,14.19516
vetschau,50.81436,6.04263
raddusch,51.8173,14.03557
berlin-spandau,52.53487,13.20216
pechbrunn,49.96988,12.1672
burgstädt,50.91817,12.80806
narsdorf,51.01613,12.71734
bremen-hemelingen,53.0613,8.88638
dreye,53.0158,8.87896
barrien,52.93893,8.8262
bramstedt(b syke),52.87322,8.81738
erkelenz,51.07895,6.31773
hückelhoven-baal,51.03282,6.27803
rheydt hbf,51.16847,6.44696
hochneukirch,51.0995,6.45709
grevenbroich,51.08932,6.59025
rommerskirchen,51.03573,6.69604
stommeln,51.02308,6.75969
pulheim,50.99788,6.80246
köln-ehrenfeld,50.94644,6.91833
bonn-beuel,48.29386,6.13562
baden-baden rebland,48.73404,8.14556
obergries,47.70665,11.56602
gaißach,47.7481,11.57993
bad tölz,47.76062,11.55732
reichersbeuern,47.76685,11.63281
sehnde,52.31589,9.96447
scheuerfeld(sieg),50.79114,7.83439
niederhövels,51.18163,7.47324
etzbach,50.77839,7.68719
leipzig werkstättenstraße,51.33839,12.4632
leipzig-mölkau,51.33146,12.44373
leipzig-holzhausen,51.30833,12.46491
leipzig-liebertwolkwitz,51.2825,12.46438
großpösna,51.26499,12.49938
oberholz,47.2884,8.9413
belgershain,51.23159,12.54637
otterwisch,51.20211,12.60895
lauterbach-steinbach,47.71098,10.87979
hanau klein-auheim,50.09856,8.92718
hainburg hainstadt,50.08272,8.94203
seligenstadt(hess),50.04454,8.9741
erdeborn,51.47767,11.63613
höxter rathaus,51.73369,9.0246
höxter-lüchtringen,51.79355,9.42469
altdorf west,50.86381,6.16335
ludersheim,49.39165,11.32034
winkelhaid,49.38761,11.30231
feucht-moosbach,49.39128,11.26274
maisach,48.21725,11.26087
gernlinden,48.21172,11.29724
esting,48.20034,11.30754
gröbenzell,48.19413,11.37162
münchen-lochhausen,48.17936,11.4072
münchen marienplatz,48.13707,11.576
münchen isartor,48.13345,11.58129
münchen-giesing,48.10957,11.57529
bad blankenburg(thüringerw),50.68295,11.27149
hasbergen,52.24229,7.95463
ostbevern,52.03819,7.84276
westbevern,52.02403,7.77925
münster(westf)hbf,51.96301,7.61781
bobstadt,49.66244,8.44629
hettstedt,51.64552,11.51294
klostermansfeld,51.58373,11.49372
oberröblingen,51.43787,11.30556
voigtstedt,51.39182,11.30584
artern,51.3714,11.28791
heldrungen,51.29971,11.21468
griefstedt,51.22954,11.13068
leubingen,51.20088,11.15183
burbach mitte,50.74588,8.08083
saarbrücken-burbach,49.24174,6.95365
saarbrücken hbf,49.23175,6.9985
scheidt(saar),49.24424,7.05689
kirkel,49.31663,7.27457
"limbach(b homburg,saar)",49.32928,7.34512
münchberg,50.19133,11.78825
wennigsen(deister),52.27343,9.57379
landsberg(l)schule,48.05121,10.87699
klosterlechfeld,48.15843,10.83095
lagerlechfeld,48.1718,10.83624
graben(lechfeld)gewerbepark,48.19917,10.85188
oberottmarshausen,48.23812,10.85721
birkenbringhausen,51.02128,8.73198
wiesenfeld,51.26954,10.11034
ernsthausen,50.98388,8.73506
münchhausen,50.95817,8.7153
simtshausen,50.94177,8.70614
wetter(hessen),50.9012,8.72257
hochspeyer,49.44339,7.89236
edenkoben,49.28438,8.12715
kratzeburg,53.42932,12.94501
langhagen,53.68501,12.4363
immendingen zimmern,47.93479,8.70978
tuttlingen zentrum,47.97465,8.82627
tuttlingen nord,48.08777,8.64986
nendingen(b tuttlingen),48.00603,8.86079
stetten(donau),48.02238,8.87483
mühlheim(b tuttlingen),48.02404,8.88916
fridingen(b tuttlingen),48.02071,8.93111
beuron,48.04997,8.9698
hausen i tal,48.08483,9.03972
sigmaringen,48.08609,9.21796
riedlingen,48.15268,9.47557
munderkingen,48.23551,9.64457
schelklingen,48.37676,9.73413
mainz waggonfabrik,50.0151,8.23573
mainz-gonsenheim,50.00953,8.21766
mainz-marienborn,49.96115,8.22959
klein winternheim-ober olm,49.93838,8.21066
hamburg-heimfeld,53.46523,9.96251
hamburg-harburg rathaus,53.55089,9.99395
hamburg-fischbek,53.45503,9.84352
neu wulmstorf,53.46817,9.79206
tübingen-derendingen,48.5033,9.0494
basel bad bf,47.5488,7.58781
riehen niederholz,47.57612,7.63491
riehen,47.58441,7.64948
lörrach museum/burghof,47.60942,7.65911
lörrach schwarzwaldstraße,47.62011,7.66833
rodgau-nieder roden,49.99424,8.86462
höllenthal,50.38555,11.69267
marxgrün,50.35662,11.68411
naila,50.32974,11.70821
selbitz,50.31596,11.74928
stegenwaldhaus,50.31726,11.79313
köditz,50.33197,11.84557
hof-neuhof,47.46665,7.77365
berlin wollankstraße,52.567,13.39733
obergriesbach,48.42137,11.06632
dasing,48.38292,11.04732
waiblingen,48.83301,9.31355
wesel feldmark,51.65175,6.75041
mehrhoog,51.73997,6.51946
haldern(rheinl),51.7742,6.4588
blankenheim(sangerhausen),50.94064,9.77485
wolferode,51.50509,11.51856
hassel(saar),49.26485,7.1629
würzbach(saar),50.46348,11.54059
blieskastel-lautzkirchen,49.25201,7.25514
bierbach,49.76172,8.85819
einöd(saar),49.26897,7.31959
zweibrücken-rosengarten,49.25153,7.3692
contwig,49.24825,7.42892
stambach,47.33413,15.95796
dellfeld,49.23841,7.47589
dellfeld ort,49.23841,7.47589
rieschweiler,49.21475,7.37048
höhmühlbach,49.24126,7.52909
thaleischweiler-fröschen,49.2641,7.57994
münchen-feldmoching,48.21463,11.5348
orschweier,48.2784,7.79866
freiburg(breisgau) hbf,47.99853,7.84965
jagstzell,49.03085,10.0985
warnemünde werft,54.16183,12.08473
kraftsdorf,50.87741,11.90787
töppeln,50.88831,12.0011
dittigheim,49.61035,9.67649
distelhausen,49.59731,9.69351
osterspai,50.24554,7.6168
filsen,50.23851,7.58488
kamp-bornhofen,50.21699,7.62373
kestert,50.18503,7.64715
st goarshausen,50.1568,7.71203
lorchhausen,50.05289,7.78398
lorch(rhein),50.80114,7.64034
urmersbach,50.25645,7.13154
monreal,50.29912,7.15886
mayen west,-37.79182,144.82321
ludwigsfelde-struveshof,52.31856,13.23215
saarmund,52.32024,13.12776
potsdam pirschheide,52.36754,13.00933
langelsheim,51.9391,10.33494
seesen,51.89306,10.17622
bad gandersheim,51.8707,10.02477
suderburg,52.8947,10.44676
eschede,52.73362,10.23489
isernhagen,52.4309,9.85073
niederwiesa,50.86371,13.01777
niederscheld(dillkr)süd,50.71963,8.3046
burg(dillkr) nord,40.10979,-96.93507
sinn,50.65403,8.32752
edingen(wetzlar),50.55329,8.49793
katzenfurt,50.61805,8.34889
ehringshausen(kr wetzlar),50.55277,8.50913
werdorf,50.5982,8.41735
aßlar,50.58966,8.46411
rodalben,49.24076,7.63087
münchweiler(rodalb),49.21968,7.70284
hinterweidenthal,49.1951,7.75647
hauenstein(pfalz),49.19236,7.8524
hauenstein mitte,49.19236,7.8524
wilgartswiesen,49.20847,7.87468
rinnthal,49.21866,7.92689
annweiler-sarnstall,49.20939,7.93811
altmittweida,50.96754,12.95968
ottendorf(mittweida),50.936,12.97514
oberlichtenau,50.90446,12.96679
chemnitz kinderwaldstätte,50.88214,12.95233
obersinn,50.20971,9.61524
mittelsinn,50.19319,9.61722
burgsinn,50.14749,9.64981
rieneck,50.09303,9.64861
gemünden(main),50.05739,9.68907
würzburg hbf,49.79299,9.93651
duisburg-obermeiderich,51.47097,6.80855
duisburg-meiderich ost,51.46726,6.76945
tauberfeld,48.825,11.27551
heilbad heiligenstadt,51.37794,10.1331
leinefelde,51.38799,10.32344
herblingen,47.72351,8.6628
thayngen,47.74767,8.71027
bietingen,47.7385,8.73029
dresden grenzstraße,51.12788,13.7816
bruchsal,49.12419,8.60096
hagen-vorhalle,51.38396,7.43433
wetter(ruhr),51.38383,7.39344
speyer nord-west,49.33386,8.41845
wolfenbüttel,52.16096,10.53456
börßum,52.06914,10.58533
schladen(harz),52.0201,10.5407
bäumenheim,48.68001,10.82171
gerlenhofen,48.34475,10.03405
echem,53.33837,10.53263
lauenburg(elbe),53.37423,10.55742
mölln(lauenb),50.73696,8.84904
witten hbf,50.35432,6.16893
stendal hbf,52.60623,11.86083
berlin-wilhelmsruh,52.58887,13.36949
gennweiler,49.37447,7.05529
wemmetsweiler rathaus,49.36951,7.0869
schiffweiler,49.37075,7.13013
fischbach-weierbach,49.41885,11.23067
kirnsulzbach,49.76234,7.43542
hochstetten(nahe),47.14244,7.63283
martinstein,49.80316,7.53974
monzingen,49.80066,7.59118
norheim,59.38313,5.3051
ockenheim,49.94265,7.97346
offenbach(main)hbf,50.10542,8.76574
langenselbold,50.17494,9.0368
bad soden-salmünster,50.27428,9.36624
wirtheim,50.2223,9.26141
haitz-höchst,50.36808,6.21962
wolfgang(kr hanau),50.12022,8.9576
hanau hbf,50.13542,8.9164
achim,53.01165,9.03422
verden(aller),52.92423,9.23011
dörverden,52.84667,9.22628
eystrup,52.78239,9.22984
nienburg(weser),52.6428,9.20669
bad vilbel,50.17864,8.73587
bad vilbel-gronau,50.19341,8.78061
bremen-lesum,53.17195,8.6894
bremen-st magnus,53.16862,8.6644
hoheneggelsen,52.20959,10.18646
woltwiesche,52.20803,10.27845
puschendorf,49.52264,10.83145
hagenbüchach,49.53546,10.77328
wohltorf,53.51798,10.29021
nennhausen,52.60408,12.50581
buschow,52.58912,12.63617
thyrow,52.25412,13.23794
friedland(han),52.10437,14.26233
walldorf(hess),50.00236,8.58041
hoffenheim,49.27088,8.8417
zuzenhausen,49.29842,8.8212
oberhausen hbf,51.46993,6.85516
osterholz-scharmbeck,53.22733,8.78593
gießen erdkauter weg,50.57292,8.6823
watzenborn-steinberg,50.53289,8.71537
garbenteich,50.5374,8.74957
hildesheim ost,52.08172,9.79577
groß düngen,52.0951,10.02315
derneburg(han),52.09822,10.12371
baddeckenstedt,52.08322,10.2322
kavelstorf,54.00611,12.19058
scharstorf,53.97203,12.21292
kronskamp,53.93103,12.31092
laage(meckl),53.92878,12.34692
subzin-liessow,53.72262,11.56014
plaaz,53.84268,12.34353
werdau nord,50.74418,12.37761
schweinsburg-culten,,
crimmitschau,50.81846,12.39194
lehndorf(altenburg),50.93463,12.42473
freudenstadt industriegebiet,48.47664,8.49176
freudenstadt schulzentrum,48.51058,8.37584
freudenstadt stadt,48.4642,8.50245
friedrichstal b freudenstadt,48.48213,8.37663
baiersbronn bf,48.51051,8.3714
baiersbronn schule,48.52872,8.39843
klosterreichenbach,48.52751,8.40116
heselbach,49.29065,12.19639
röt,48.55713,8.3992
huzenbach,48.58728,8.38883
schwarzenberg,50.54105,12.78687
schönmünzach,48.60639,8.36109
kirschbaumwasen,48.62536,8.35516
raumünzach,48.63917,8.3487
forbach(schwarzw),49.18565,6.8952
gausbach,48.68397,8.36067
langenbrand,48.80132,8.63649
au im murgtal,48.72172,8.36129
weisenbach,48.72831,8.35398
hilpertsau,48.73634,8.34809
obertsrot,48.74309,8.34638
gernsbach mitte,48.76687,8.30749
gernsbach bf,48.7629,8.33585
hörden,51.66884,10.28763
ottenau,48.79383,8.3314
gaggenau mercedes-benz werk,48.79657,8.32526
gaggenau bf,48.80135,8.32107
bad rotenfels weinbrennerstraße,48.81189,8.31123
bad rotenfels bf,48.81088,8.30895
bad rotenfels schloss,48.81088,8.30895
bischweier,48.83807,8.28443
kuppenheim,48.82818,8.25452
rastatt beinle,48.85253,8.22331
westheim(westf),49.74433,10.06518
marsberg,51.458,8.85796
bredelar,51.41996,8.77572
bestwig,51.36149,8.40068
frechen-königsdorf,50.93686,6.77204
enschede de eschmarke,52.21511,6.9508
glanerbrug,52.21554,6.96965
epe(westf),52.35199,5.9864
erfurt ost,50.99955,11.02913
stotternheim,51.05532,11.04281
großrudestedt,51.0914,11.10143
frankfurt(main)ost,50.11208,8.68341
frankfurt-mainkur,50.12458,8.70873
maintal west,50.15135,8.8314
maintal ost,50.15135,8.8314
hanau-wilhelmsbad,50.14898,8.88179
hanau west,47.67769,9.3142
großkrotzenburg,50.08243,8.98105
kahl(main),45.61173,5.1575
dettingen(main),50.0409,9.03217
kleinostheim,50.00199,9.06378
stolberg-mühlener bahnhof,50.77366,6.22433
stolberg-schneidmühle,50.78378,6.21743
stolberg(rheinl)hbf gl.27,52.28527,7.45142
stolberg(rheinl)gbf,52.28491,7.45184
aachen hbf,-33.08014,115.91587
herne,51.54031,7.21984
castrop-rauxel hbf,51.54766,7.30895
dortmund-mengede,51.57069,7.37941
dortmund-nette/oestrich,51.56595,7.37036
lübbenau(spreewald),51.86093,13.95233
lübben(spreewald),51.94147,13.89745
königs wusterhausen,52.29655,13.62846
tautenhain,50.9223,11.90978
hopfgarten(sachs),50.68093,13.05596
bad lausick,51.14345,12.64221
möhringen bahnhof,47.95843,8.76315
schwindegg,48.27242,12.25774
berlin-schulzendorf,52.54018,13.37303
berlin-tegel (s),52.5533,13.24821
berlin eichborndamm,52.57281,13.31373
berlin alt-reinickendorf,52.57504,13.3534
berlin-schönholz,52.57499,13.38022
berlin bornholmer str.,52.55407,13.40676
berlin humboldthain,52.54394,13.37793
berlin nordbahnhof,52.53163,13.38485
berlin oranienburger straße,52.5254,13.39119
berlin brandenburger tor,52.51628,13.3777
berlin anhalter bf,52.50495,13.38449
berlin yorckstr.(s2),52.49335,13.387
berlin priesterweg,52.47106,13.35602
berlin südende,52.45611,13.33091
steinau(straße),52.22586,10.52002
schlüchtern,50.34768,9.52323
burgstall(murr),48.92947,9.37058
kirchberg(murr),47.59855,8.03101
erdmannhausen,48.93991,9.29498
benningen(neckar),47.96976,10.21134
berlin-lichtenberg,52.51622,13.48032
gäufelden,48.55298,8.81929
eschenbach(b markt erlbach),49.48508,10.67105
adelsdorf(mittelfr),49.71461,10.89475
wilhermsdorf mitte,49.4817,10.71564
wilhermsdorf,49.4817,10.71564
laubendorf,46.81986,13.55996
hardhof,47.3969,8.49554
langenzenn,49.49462,10.79499
raindorf,49.50528,10.84826
bredstedt,54.61869,8.96323
braunschweig-gliesmarode,52.28125,10.56563
meine,52.38425,10.53279
rötgesbüttel,52.41622,10.53294
wirges,50.47298,7.79967
dernbach(westerw),50.45598,7.7918
neukieritzsch,51.1515,12.41284
langenprozelten,50.06192,9.65711
pleinfeld,49.10322,10.98185
stuttgart-bad cannstatt,48.80563,9.21412
gundelshausen,48.37245,8.49263
dortmund-kruckel,51.45468,7.4137
witten-annen nord,51.44312,7.36272
düsseldorf-rath mitte,51.26114,6.80937
düsseldorf-eller süd,51.20089,6.84002
düsseldorf-reisholz,51.17904,6.8588
düsseldorf-benrath,51.16222,6.87317
düsseldorf-garath,51.14404,6.89627
düsseldorf-hellerhof,51.1322,6.90709
langenfeld(rhld)-berghausen,51.11874,6.92231
langenfeld(rhld),51.11341,6.95094
leverkusen-rheindorf,51.05072,6.95001
leverkusen-küppersteg,51.0463,6.99343
leverkusen mitte,51.038,7.05901
leverkusen chempark,51.01398,6.98299
köln-stammheim,50.98861,6.9958
berlin plänterwald,52.48439,13.47957
goslar,51.90684,10.43196
heusenstamm,50.05935,8.80242
bad staffelstein,50.10244,10.99916
küps,50.19231,11.27479
gundelsdorf,50.28128,11.30247
stockheim(oberfr),50.30572,11.28297
pressig-rothenkirchen,50.36333,11.31744
förtschendorf,50.38678,11.34624
ludwigsstadt,50.48492,11.38796
augsburg messe,48.33639,10.89245
bruchmühlen,52.20205,8.45324
eppingen west,48.77325,9.16269
sulzfeld(baden),49.10338,8.85672
zaisenhausen,49.10759,8.81726
flehingen,49.08711,8.78732
stapelburg,51.90189,10.66343
decin-priper,50.78624,14.20536
decin-prostredni zleb,50.81601,14.2206
decin-certova voda,50.81747,14.22157
dolni zleb zast.,50.84552,14.21542
dolni zleb,50.84552,14.21542
nordstemmen,52.15908,9.78224
bruchsal tunnelstraße,49.12072,8.5972
bruchsal schlachthof,49.11909,8.61106
heidelsheim nord,49.1016,8.64337
heidelsheim,49.1016,8.64337
helmsheim,49.08511,8.64187
gondelsheim schlossstadion,49.06379,8.66178
gondelsheim(baden),49.06824,8.6583
diedelsheim,49.04117,8.67871
